samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-60260016,071530,1,1,2
SW-E2330069,071574,1,2,1
SW-Z9370429,100230,1,1,1
SW-73030712,NRA-SW-0059,1,1,1
SW-E4050019,071740,1,1,1
SW-60031354,071798,1,1,1
SW-E1001409,071831,1,1,1
SW-E7080019,071977,1,1,1
SW-60030230,100551,1,1,1
SW-6WXE0442,100558/CS/01,1,1,1
SW-A3190227,100564,1,1,1
SW-E7040019,072054,1,1,1
SW-E1111500,072209,1,1,1
SW-81220266,15/47/15/P/8,1,1,1
SW-E1380519,082174,1,1,1
SW-60032069,082224,1,1,1
SW-70420151,DRA 96,1,1,1
SW-6WXE0008,100277,1,1,1
SW-E8900030,100334/FU/01,1,1,1
SW-81201134,300393/FN/02,1,1,1
SW-73040614,NRA-SW-0067,1,1,1
SW-82712690,NRA-SW-0068,1,1,1
SW-81202572,NRA-SW-0083,1,1,1
SW-81220151,NRA-SW-0094,1,1,1
SW-70241252,NRA-SW-0273,1,2,1
SW-E2060099,071984,1,1,1
SW-E1310019,071989,1,1,1
SW-81241326,15/47/42/P/5,1,1,1
SW-81271210,15/47/52/P/11,1,1,1
SW-81310607,15/48/171/P/3A,1,1,1
SW-82111535,15/48/24/P/25,1,1,1
SW-81810009,300651/PA/01,1,1,1
SW-73011790,NRA-SW-0423,1,1,1
SW-82410503,15/49/271/P/7,1,1,1
SW-82528133,15/49/281/P/16,1,1,1
SW-60590128,072542,1,3,1
SW-70531666,200271/PW/01,1,1,1
SW-91261790,SWWA 1148,1,1,1
SW-82511153,031295/FU/01,1,1,1
SW-72941168,NRA-SW-3657,1,1,1
SW-82312136,NRA-SW-3701,1,1,1
SW-70630202,NRA-SW-6737,1,1,1
SW-81110300,SWWA 2250,1,1,1
SW-81110340,NRA-SW-6851,1,1,1
SW-81610104,3052/5/99,1,1,1
SW-T1000016,072661,1,1,1
SW-70531650,200071/TR/01,1,1,1
SW-73012153,NRA-SW-6389,1,2,1
SW-73051281,SWWA 1057,1,1,1
SW-70630753,SWWA 106,1,1,1
SW-70513808,NRA-SW-6530,1,1,1
SW-81913749,SWWA 142,1,1,1
SW-70512555,SWWA 18,1,1,1
SW-91251685,SWWA 2015,1,1,1
SW-73011602,NRA-SW-4081,1,1,1
SW-70821790,NRA-SW-6964,1,1,1
SW-70634131,NRA-SW-6987,1,1,1
SW-70230134,SWWA 283,1,1,1
SW-72941589,SWWA 418,1,1,1
SW-70531657,SWWA 434,1,1,1
SW-81430591,SWWA 457,1,1,1
SW-91251672,SWWA 568,1,1,1
SW-73024252,SWWA 591,1,1,1
SW-91211779,SWWA 596,1,1,1
SW-81231731,SWWA 613,1,1,1
SW-70515530,NRA-SW-1716,1,1,1
SW-81522468,SWWA 729,1,1,1
SW-81210830,NRA-SW-5423,1,1,1
SW-81910694,NRA-SW-5430,1,1,1
SW-70630607,NRA-SW-7438,1,1,1
SW-70241640,NRA-SW-7518,1,1,1
SW-91253479,SWWA 874,1,1,1
SW-81250114,NRA-SW-7554,1,1,1
SW-81231178,SWWA 99,1,1,1
SW-70920132,NRA-SW-5669,1,1,1
SW-81310226,NRA-SW-5785,1,1,1
SW-82110286,NRA-SW-7778,1,1,1
SW-73110710,NRA-SW-6014,1,1,1
SW-73060261,NRA-SW-6025,1,1,1
SW-70611080,NRA-SW-7953,1,1,1
SW-81231177,SWWA 100,1,1,1
SW-73070003,NRA-SW-7100,1,1,1
SW-70633976,SWWA 399,1,1,1
SW-73042058,SWWA 402,1,1,1
SW-70822884,NRA-SW-1707,1,1,1
SW-81521933,NRA-SW-5172,1,1,1
SW-70314520,NRA-SW-5222,1,2,1
SW-70614952,NRA-SW-5223,1,2,1
SW-70501779,NRA-SW-7184,1,1,1
SW-73031089,NRA-SW-7257,1,1,1
SW-72911552,NRA-SW-7285,1,1,1
SW-81253028,SWWA 696,1,1,1
SW-81811347,SWWA 704,1,1,1
SW-81522063,SWWA 726,1,1,1
SW-70920810,NRA-SW-2254,1,1,1
SW-70630134,NRA-SW-5697,1,1,1
SW-70725456,NRA-SW-7687,1,1,1
SW-82511854,NRA-SW-2469,1,1,1
SW-82540292,NRA-SW-2559,1,1,1
SW-73021857,NRA-SW-7809,1,1,1
SW-81261491,NRA-SW-7827,1,1,1
SW-70723272,NRA-SW-2994,1,1,1
SW-73012755,NRA-SW-7994,1,1,1
SW-70811780,NRA-SW-3055,1,1,1
SW-73021080,NRA-SW-3174/R,1,1,1
SW-50050229,401068,1,1,1
SW-70524030,202838,1,1,1
SW-81940166,302508,2,1,1
SW-81219912,302617,1,1,1
SW-91251755,301003,1,1,1
SW-70721005,201235,1,1,1
SW-70514530,200819,1,1,1
SW-50520131,400607,1,1,1
SW-E1000039,101332,1,1,1
SW-73115125,002671/FU/01,2,1,1
SW-73023814,200417,2,1,1
SW-60010614,101447,1,1,1
SW-81121412,300402/FN/02,2,1,1
SW-72923080,200902,1,1,1
SW-81810012,302258,1,1,1
SW-81611090,302482,1,1,1
SW-81810153,031294,1,1,1
SW-50570246,041639,2,1,2
SW-81521724,NRA-SW-5293,2,1,1
SW-82511199,302016,1,1,1
SW-70512053,202372,1,1,1
SW-70621713,NRA-SW-6113,3,1,1
SW-70630142,200595,3,1,1
SW-E8100039,101480,1,2,1
SW-50370229,401065,1,1,1
SW-82713336,300409/FN/02,3,1,1
SW-70532977,200973,3,1,1
SW-G0550324,004679,3,2,1
SW-50580170,401056,1,1,1
SW-50570386,401059,1,2,2
SW-E2040129,100826,1,1,1
SW-82713336,300409/FN/02,4,1,1
SW-81431080,302255,1,1,1
SW-Z9420104,101668,1,1,1
SW-50250711,401224,1,1,1
SW-50280000,400583,1,1,1
SW-81410579,300916,2,1,1
SW-81916159,301177,1,1,1
SW-81950781,301119,3,1,1
SW-73215139,202404,1,1,1
SW-82528021,302201,1,1,1
SW-91211492,300891,1,1,1
SW-E8300560,100550,1,1,1
SW-50370281,041962,2,1,1
SW-73010855,202367,1,1,1
SW-81922271,300800/TR,1,1,1
SW-70591251,201051,1,1,1
SW-70812867,201042,2,1,1
SW-50950709,043091,3,1,1
SW-E8900030,100334/FU/01,3,1,1
SW-50704490,400673,1,1,1
SW-70725456,201064,1,1,1
SW-81951557,300827/FN/01,1,1,1
SW-H1814893,300118/FU/01,2,1,1
SW-81910120,302642,1,1,1
SW-73115173,002673,3,1,1
SW-60500240,101538,1,1,1
SW-E0910081,101940,1,1,1
SW-81949913,302674,1,1,1
SW-80480001,302648,1,1,1
SW-50280209,401355,1,1,1
SW-70514504,003174/FU/02,1,1,1
SW-6WXE0055,102062,1,1,1
SW-82315120,033998/FU/01,3,1,1
SW-B3170303,010101,1,1,1
SW-50810167,401158,1,1,1
SW-70720249,NRA-SW-5002,3,2,1
SW-Z2030515,101380,2,2,1
SW-81910018,302845,1,1,1
SW-70210166,202563,1,1,1
SW-50280535,401492,1,1,1
SW-C1936900,041428,1,1,2
SW-70570178,203275,1,1,1
SW-50900722,041324,3,1,1
SW-50040005,402061,1,1,1
SW-Z1012337,010083,2,1,3
SW-73015023,201127,4,1,1
SW-82112194,302061,1,1,1
SW-70550330,202615,1,1,1
SW-50250732,401399,1,1,1
SW-91210335,302022,1,1,1
SW-50210233,400803,1,1,1
SW-82712214,301018,1,1,1
SW-50230026,400814,1,1,1
SW-70531113,201154,1,1,1
SW-81110005,301078,1,1,1
SW-70232409,202727,1,1,1
SW-72940174,202463,1,1,1
SW-50210334,041322,2,1,2
SW-70620129,NRA-SW-5680,2,1,1
SW-72923039,NRA-SW-5675,3,1,1
SW-70532977,200973,2,1,1
SW-C4009700,042383,2,1,3
SW-70711137,202732,1,1,1
SW-91241165,302734,1,1,1
SW-50340036,400492,1,1,1
SW-82112152,SWWA 702,1,1,1
SW-Z1510280,101108,1,1,1
SW-81940166,NRA-SW-7840/FN/1,1,1,1
SW-82514123,NPSWQD002656,1,1,1
SW-50410004,402251,1,1,1
SW-70410551,201043,1,1,1
SW-81520533,303147,1,1,1
SW-50440153,043231,1,2,2
SW-B0011101,010077,2,1,1
SW-91230001,303340,1,1,1
SW-60130011,103217,1,1,1
SW-B0090107,103350,1,1,1
SW-60010821,101442,2,1,1
SW-60030520,103659,1,1,1
SW-70630278,SWWA 1137,1,1,1
SW-70611117,203342,1,1,1
SW-A2270499,102697,1,1,1
SW-Z1012709,010056,2,1,2
SW-82511920,302782,2,1,1
SW-Z1012402,102840,1,1,1
SW-70921066,DRA 1456,2,1,1
SW-81919916,302830,1,1,1
SW-70920826,203429,1,1,1
SW-Z1010803,102272,2,1,1
SW-73010024,203283,1,1,1
SW-70910353,SWWA 2259,3,1,1
SW-70550126,201437,4,1,1
SW-70920109,NRA-SW-0222,3,1,1
SW-72940662,200365/FN/01,2,1,1
SW-70531787,200927,2,1,1
SW-73010880,202831,1,1,1
SW-70550126,201437,5,1,1
SW-81110330,NRA-SW-6977,4,1,1
SW-73010418,203281,1,1,1
SW-73015023,201127,3,1,1
SW-82610136,CRA 1,2,1,1
SW-70230155,DRA 1539,2,1,1
SW-70501051,NRA-SW-6626,2,1,1
SW-81231464,SWWA 877,2,1,1
SW-50370011,401901,1,1,1
SW-81211166,NRA-SW-7829/FN/1,2,1,1
SW-81411987,NRA-SW-4009,4,1,1
SW-82518083,034544,3,1,2
SW-81310396,SWWA 1003,2,1,1
SW-50530190,041353,2,1,1
SW-50210755,040056,2,1,1
SW-50330535,041571,2,1,1
SW-D1727900,041570,2,1,1
SW-50030584,400606,2,1,1
SW-E1000059,070006,2,1,1
SW-E4170019,070026,2,1,1
SW-B3160103,010029,2,1,1
SW-Z9390202,102172,1,1,1
SW-81919913,302789,1,1,1
SW-81110330,NRA-SW-6977,3,1,1
SW-70610022,203350,1,1,1
SW-81919919,303009,1,1,1
SW-81919912,303008,1,1,1
SW-Z7500105,100673,3,1,1
SW-73050121,DRA 159,2,1,1
SW-81919908,303015,1,1,1
SW-63110005,103733,1,1,1
SW-50330535,402296,1,1,1
SW-50361265,402276,1,1,1
SW-60220013,102320,1,1,1
SW-70220020,202998,1,1,1
SW-60220044,102316,1,1,1
SW-72912168,DRA 1512,2,1,1
SW-73021857,NRA-SW-7809,2,1,1
SW-70630289,DRA 1196,3,1,1
SW-70810025,203879,1,1,1
SW-72811036,NRA-SW-6967,2,1,1
SW-73020875,DRA 1351,2,1,1
SW-72910006,204052,1,1,1
SW-63020411,103827,1,1,1
SW-81950648,NRA-SW-6619,2,1,1
SW-81281989,002027,2,1,1
SW-81814970,302776,1,1,1
SW-50280003,401655,1,1,1
SW-50310131,042463,2,1,1
SW-50900956,040111,2,1,1
SW-70711764,203031,1,1,3
SW-50281480,401612,1,1,1
SW-60060613,102486,1,1,1
SW-75110001,203018,2,1,1
SW-81930912,302298,4,1,1
SW-81519906,302775,1,1,1
SW-72923754,203161,1,1,1
SW-70610416,203087,1,1,1
SW-70610019,203093,1,1,1
SW-70610020,203095,1,1,1
SW-E2330069,071574,2,2,1
SW-A4070439,011348,2,1,1
SW-E2030059,071853,2,1,1
SW-60250671,071228,2,1,1
SW-81911106,302983,1,1,1
SW-73010354,002491/FU/01,7,1,1
SW-60131506,102190,1,1,1
SW-82310127,300705,4,1,1
SW-81250105,303087,2,1,1
SW-73010354,002491/FU/01,8,1,1
SW-70812669,203442,2,1,1
SW-70814690,203034,2,1,1
SW-50340051,402016,1,1,1
SW-70414515,202411,2,1,1
SW-70531246,SWWA 6,2,1,1
SW-50210352,401500,2,1,1
SW-81911160,302505,3,1,1
SW-50250701,043223,2,1,1
SW-E4170019,070026,4,1,1
SW-E3020019,101456,5,1,1
SW-82211842,NRA-SW-0782,7,1,1
SW-81020843,033125/FN/01,4,1,1
SW-A2290104,102219,2,1,1
SW-Z5012901,010031,3,1,1
SW-A0360117,010032,3,1,2
SW-E1000041,101332,1,1,2
SW-50370441,400972,4,1,3
SW-70240290,NRA-SW-0327,3,1,1
SW-91252508,303508,3,1,1
SW-E4150029,071196,3,1,1
SW-50510192,042453,3,2,1
SW-E2030059,071853,3,1,1
SW-D1002900,401739,3,1,1
SW-E4000059,101879,2,1,1
SW-70817390,203413,3,1,1
SW-81261930,303089,3,1,1
SW-70510455,202475,6,1,2
SW-80480001,302648,4,1,1
SW-70581040,203027,4,1,1
SW-70620522,DRA 239,4,1,1
SW-70920109,NRA-SW-0222,5,1,1
SW-Z9370105,010047,3,1,1
SW-Z4170204,010054,3,1,1
SW-Z4170228,010054,3,1,2
SW-50210755,040056,4,1,1
SW-50440001,042116,3,1,2
SW-50440197,042116,3,1,3
SW-50370695,401700,1,1,1
SW-E3200019,071609,2,1,1
SW-A3200206,010092,2,1,1
SW-E4440019,071670,2,1,1
SW-Z9400114,102629,1,1,1
SW-70620019,203092,1,1,1
SW-81223443,NRA-SW-4999,2,1,1
SW-73031073,203662,1,1,1
SW-82110784,303550,1,1,1
SW-50230750,402190,1,1,1
SW-70812669,203442,5,1,1
SW-60260030,103580,1,1,1
SW-C4009700,401758,2,2,1
SW-72922010,NPSWQD001945,1,1,1
SW-50570155,400114/CF/01,1,2,2
SW-73024767,203835,1,1,1
SW-82510056,303575,1,1,1
SW-70816605,201967,2,1,1
SW-73010354,002491/FU/01,11,1,1
SW-63090007,103880,1,1,1
SW-D1002900,401739,1,1,1
SW-73010019,203050,2,1,1
SW-60040002,102794,1,1,1
SW-60052800,102797,1,1,1
SW-50210334,401518,2,1,2
SW-81219906,302584,2,1,1
SW-81219907,302590,2,1,1
SW-82220450,EPRGP3220GQ,1,1,1
SW-E2030099,101327,3,1,1
SW-50320011,401757,2,1,1
SW-E4420019,070019,3,1,1
SW-H1210290,303347,5,1,1
SW-70531035,DRA 308,4,1,1
SW-70510285,202541,4,1,1
SW-81811837,NRA-SW-6742,4,1,1
SW-91241111,SWWA 880,5,1,1
SW-70816012,200261/FN/01,5,1,1
SW-73062522,NRA-SW-6747,4,1,1
SW-81221990,302908,3,1,1
SW-82210920,303096,3,1,1
SW-70720812,200357/FN/01,4,1,1
SW-81950648,NRA-SW-6619,4,1,1
SW-70591706,202985,5,1,1
SW-70630153,203388,4,1,01
SW-73115173,002673,7,1,1
SW-E1200019,070076,3,1,1
SW-E3120029,070085,3,1,1
SW-50370281,401485,2,1,1
SW-50830285,400975,3,1,1
SW-82315180,303049,3,1,1
SW-E1000039,101332,3,1,1
SW-E0910020,100318,4,1,1
SW-E0910049,100386,6,1,1
SW-73015033,202081,6,1,1
SW-70514504,003174/FU/02,6,1,1
SW-82010142,302822,6,1,1
SW-70514504,003174/FU/02,8,1,1
SW-70230018,SWWA 2412,4,1,1
SW-50810003,EPRAP3723GT,1,1,1
SW-70810788,NRA-SW-3144,3,1,1
SW-50340054,402519,1,1,1
SW-82514020,303493,3,1,1
SW-81020843,033125/FN/01,5,1,1
SW-D1036900,042479,3,1,1
SW-50240544,400921,3,1,1
SW-91251648,SWWA 2106,2,1,1
SW-50230021,402507,2,1,1
SW-50280457,041352,4,1,1
SW-73020875,DRA 1351,4,1,1
SW-70826012,DRA 1349,3,1,1
SW-72923186,NRA-SW-0003,2,2,1
SW-81914813,302804,4,1,1
SW-70591240,203276,3,1,1
SW-82113588,15/48/24/P/4,3,1,1
SW-70710315,202711,4,1,1
SW-E2060099,071984,3,1,1
SW-E1380519,082174,2,1,1
SW-A2270501,010568,3,1,1
SW-61200420,103453,3,1,1
SW-E4000009,071231,3,1,1
SW-81219904,303000,4,1,3
SW-70524993,NRA-SW-3743,4,1,1
SW-82518083,034544,5,1,2
SW-70725457,201064,6,1,1
SW-91251660,NRA-SW-6622,4,1,1
SW-81310207,300594/FU/01,7,1,1
SW-70314519,200834,6,1,1
SW-81916660,303737,2,1,1
SW-60010603,100930,4,1,1
SW-Z1012103,101637,4,1,1
SW-50230021,402507,3,1,1
SW-B0050227,101834,4,1,2
SW-A0340108,102153,4,1,1
SW-A2280104,010091,2,1,1
SW-E7020019,070121,4,1,1
SW-Z7500105,100673,7,1,1
SW-E3110031,070154,5,2,1
SW-60250418,070063,4,1,1
SW-50340377,401340,4,1,2
SW-50520131,400607,5,1,1
SW-E8100039,101480,3,1,1
SW-A3200206,010092,4,1,1
SW-73010354,002491/FU/01,12,1,1
SW-81233260,NRA-SW-3790,3,1,1
SW-91210188,NRA-SW-0406,3,1,1
SW-81010180,302993,3,1,1
SW-E4000029,070099,5,1,1
SW-E4000021,070099,5,2,1
SW-60032275,101431,5,1,1
SW-82528090,NRA-SW-6746,4,1,1
SW-82511153,303683,3,1,1
SW-81910519,302506,5,1,1
SW-70231415,203249,5,1,1
SW-70630202,NRA-SW-6737,4,1,1
SW-63110190,011560,3,1,1
SW-Z5012803,011559,5,1,1
SW-82514109,302997,3,1,1
SW-50700146,040434,2,3,1
SW-81511725,15/48/174/P/1,5,1,1
SW-Z1150103,102858,3,1,1
SW-E1270019,070045,4,1,1
SW-Z5550101,010039,4,1,1
SW-Z1012402,102840,3,1,1
SW-50900956,040111,4,1,1
SW-50220001,402489,4,1,1
SW-E2080019,072493,4,1,1
SW-E2190019,103843,2,1,1
SW-50340501,401339,3,1,1
SW-82010142,302822,8,1,1
SW-82220582,302928,3,1,1
SW-81010236,302043,4,1,1
SW-70414515,202411,4,1,1
SW-B3130403,010060,4,1,1
SW-E1200019,070076,4,1,1
SW-50210465,401643,5,1,1
SW-50700373,042618,4,1,2
SW-70422337,SWWA 2498,5,2,1
SW-60030158,NPSWQD004817,1,1,1
SW-70220655,201999,2,1,1
SW-H1210290,303347,2,1,1
SW-70422295,SWWA 2064,3,1,1
SW-70811721,201187,2,1,1
SW-50370440,400972,5,1,1
SW-B0060101,010001,4,1,1
SW-50260306,041354,4,1,1
SW-70641028,203812,4,1,2
SW-D1018900,040059,5,1,1
SW-50311172,040059,5,2,1
SW-82310127,300705,7,1,1
SW-70232035,NRA-SW-3897,4,1,1
SW-81915133,302487,4,1,1
SW-82540715,NRA-SW-4934,6,1,1
SW-70813383,SWWA 852,3,1,1
SW-81910120,302642,5,1,1
SW-72940010,NPSWQD006942,1,1,1
SW-82513322,NRA-SW-3676,4,1,1
SW-70531246,SWWA 6,5,1,1
SW-81811837,NRA-SW-6742,5,1,1
SW-81020112,300436/FN/01,5,1,1
SW-T1000065,100489,2,1,1
SW-50030003,401738,4,1,1
SW-82519905,302972,2,1,1
SW-82519904,302973,2,1,1
SW-70610123,203347,2,1,1
SW-70531189,DRA 936,8,1,1
SW-70826068,DRA 1062,6,1,1
SW-FPF00066,300038/PC/01,2,1,1
SW-Z1011401,010037,4,1,1
SW-72934606,DRA 456,5,1,1
SW-70591632,DRA 262,4,1,1
SW-81241326,15/47/42/P/5,5,1,1
SW-50220210,041560,5,1,1
SW-50220197,041560,5,1,2
SW-50951080,042451,4,1,1
SW-Z4170104,010528,4,1,1
SW-81811837,NRA-SW-6742,3,1,1
SW-50220811,401338,3,1,1
SW-81910120,302642,7,1,1
SW-50331592,043204,4,1,1
SW-70230024,EPRAP3322GQ,1,1,1
SW-Z8480205,102943,4,1,1
SW-50210334,401518,3,1,2
SW-50704490,400673,4,1,1
SW-Z7500138,012129,3,1,1
SW-50331592,043204,3,1,1
SW-60030364,071978,4,1,1
SW-60030366,071978,4,1,2
SW-60090001,101853,3,1,1
SW-60090004,NPSWQD007861,1,1,1
SW-70711714,NRA-SW-3983,6,1,1
SW-A3190224,102712,5,1,1
SW-A3240103,102218,4,1,1
SW-Z5012901,010031,6,1,1
SW-Z3110104,102816,5,1,1
SW-50050795,400868,2,1,1
SW-Z9420131,012792,3,1,1
SW-Z9420131,012792,4,1,1
SW-6WXE0296,100441,2,1,1
SW-E2040109,071828,2,1,1
SW-72811615,EPRAB3096RE,1,1,1
SW-70512053,202372,4,1,1
SW-70510285,202541,3,1,1
SW-81950927,NRA-SW-5475,4,1,1
SW-73011323,203312,2,1,1
SW-73040484,SWWA 640,2,1,1
SW-70420151,DRA 96,4,1,1
SW-82615188,301299,4,1,1
SW-82410287,NRA-SW-5666,5,1,1
SW-70641861,NRA-SW-3912,4,1,1
SW-70614616,202009,2,1,1
SW-73060256,SWWA 206,3,1,1
SW-91221518,NRA-SW-3765,4,1,1
SW-72940174,202463,2,1,1
SW-70420151,DRA 96,3,1,1
SW-81714844,031299/FN/01,4,1,1
SW-72913315,NRA-SW-6627,3,1,1
SW-73111264,NRA-SW-0411,3,1,1
SW-H1210290,303347,3,1,1
SW-82712763,15/49/30/P/10,3,1,1
SW-81916653,15/48/231/P/19,6,2,1
SW-81810153,031294,4,1,1
SW-82511153,303683,2,1,1
SW-91252180,302488,2,1,1
SW-70614849,202570,4,1,1
SW-50240544,402466,2,1,1
SW-50050530,401625,4,1,1
SW-E0910081,101940,4,1,1
SW-B0060101,010001,3,1,1
SW-50340124,040113,2,1,1
SW-Z1012402,102840,4,1,1
SW-70531246,SWWA 6,9,1,1
SW-Z4180102,102728,5,1,1
SW-E4000049,101331,7,1,1
SW-50331283,043311,2,1,1
SW-6WXE0334,101783,2,1,1
SW-6WXE0228,102979,2,1,1
SW-6WXE0408,103069,2,1,1
SW-6WXE0293,103442,2,1,1
SW-6WXE0391,400895,2,1,1
SW-73010276,004665,3,1,1
SW-E0910020,100318,6,1,1
SW-60030549,070369,2,1,1
SW-50210028,EPRBB3797ER,1,2,1
SW-Z4180102,102728,4,1,1
SW-63110190,011560,7,1,1
SW-A2270303,010059,5,1,1
SW-6WXE0370,100080,2,1,1
SW-6WXE0373,102127,2,1,1
SW-50230034,EPRKP3122XJ,1,1,1
SW-82315120,303394,6,1,1
SW-70920133,203299,8,1,1
SW-6WXE0175,EPRAP3920XP,2,1,1
SW-6WXE0217,102901,2,1,1
SW-70540177,DRA 1350,5,1,1
SW-81010180,302993,7,1,1
SW-70581015,203020,6,1,1
SW-60130018,011616,2,1,1
SW-60010004,103353,2,1,1
SW-81219904,303000,6,1,3
SW-70920002,EPRKP3926XJ,1,1,1
SW-81214763,300072/FN/01,5,1,1
SW-70501779,201022,2,1,1
SW-70561013,SWWA 42,8,1,1
SW-50950709,401354,7,1,1
SW-C4005700,401354,7,1,2
SW-72941168,NRA-SW-3657,6,1,1
SW-70591632,DRA 262,6,1,1
SW-70210166,202563,6,1,1
SW-81281126,15/47/9/P/6,5,1,1
SW-70424812,002728/FN/01,7,1,1
SW-50281100,EPRWP3822GG,1,1,1
SW-81931392,EPRDB3893RM,1,1,1
SW-91252508,303508,7,1,1
SW-82521210,NRA-SW-6959,7,1,1
SW-81211257,SWWA 179,7,1,1
SW-82513322,NRA-SW-3676,8,1,1
SW-81714844,031299/FN/01,8,1,1
SW-73012567,200356/FN/01,5,1,1
SW-73040209,NPSWQD008007,2,1,1
SW-63040005,102661,2,1,1
SW-60040002,102794,2,1,1
SW-81211521,303000,5,1,1
SW-81950648,NRA-SW-6619,5,1,1
SW-70591706,202985,6,1,1
SW-81930990,EPRRP3394VA,1,1,1
SW-70500023,EPRMP3223XM,1,1,1
SW-50040982,040001,5,1,1
SW-70232709,DRA 1516,7,1,1
SW-91212510,EPRAB3605KT,3,1,1
SW-FPF00070,NRA-SW-6977,16,1,2
SW-91261312,303084,7,1,1
SW-70641813,NRA-SW-7351,5,1,1
SW-81261930,303089,6,1,1
SW-73215139,202404,7,1,1
SW-82110020,301080,2,1,1
SW-63110190,011560,5,1,1
SW-82211906,NRA-SW-0782,14,1,2
SW-60260016,EPRKP3320GU,1,1,1
SW-70531024,203113,7,1,1
SW-82540183,NRA-SW-7564,2,1,1
SW-50250510,042989,2,1,1
SW-81910040,EPRRP3221XU,2,1,1
SW-70531606,SWWA 2475,5,1,1
SW-81310607,15/48/171/P/3A,6,1,1
SW-70534925,203109,7,1,1
SW-73060209,NRA-SW-5654,5,1,1
SW-70641028,203812,5,1,2
SW-73021857,NRA-SW-7809,5,1,1
SW-73050121,DRA 159,8,1,1
SW-70220115,DRA 441,6,1,1
SW-50950002,EPRWB3935AX,2,1,1
SW-6WXE0032,101758,3,1,1
SW-6WXE0036,101595,2,1,1
SW-6WXE0033,101759,3,1,1
SW-70531682,EPRGB3592NR,2,1,1
SW-50231001,EPRHB3196WU,1,1,1
SW-70641861,NRA-SW-3912,6,1,1
SW-70815223,NRA-SW-6082,7,1,1
SW-70422295,SWWA 2064,6,1,1
SW-70550015,203814,2,1,1
SW-70810025,203879,2,1,1
SW-82210388,300192/PA/01,2,1,1
SW-70230140,EPRJB3599WY,1,1,1
SW-60020002,EPRKB3191NZ,1,1,1
SW-70522709,202255,4,1,1
SW-81110005,301078,2,1,1
SW-81110004,300853/PA,4,1,1
SW-81950014,300875/PA,3,1,1
SW-60100366,NPSWQD008423,2,1,1
SW-70630670,EPRMB3690NQ,1,1,1
SW-70610252,204023,1,1,1
SW-50260002,EPRQP3422GW,1,1,1
SW-81929907,302681,2,1,1
SW-6WXE0486,102409,6,2,1
SW-E1600019,072479,2,1,1
SW-6WXE0046,021680,2,1,1
SW-63110190,011560,6,1,1
SW-50510192,042453,5,2,1
SW-50810002,402213,2,1,1
SW-70821980,EPRUP3929XN,1,1,1
SW-50210024,EPRUP3523XA,1,1,1
SW-82540007,300533/PA/01,3,1,1
SW-50210201,EPRCB3994AN,2,1,1
SW-Z6540105,102818,8,1,1
SW-50330016,401208,2,1,1
SW-73050205,DRA 1358,6,1,1
SW-50570150,043260,2,1,1
SW-50570155,400114/CF/01,2,2,2
SW-50570160,400114/CF/01,2,3,3
SW-50570392,401060,2,1,1
SW-82010005,EPRNP3024GH,1,1,1
SW-60052800,102797,2,1,1
SW-60050901,013140,3,1,1
SW-70710316,202713,2,1,1
SW-81251450,NRA-SW-2155,2,1,1
SW-E4330029,072344,5,1,1
SW-50350002,400454,3,1,1
SW-72815080,203575,2,1,1
SW-82010004,302364,2,1,1
SW-82010258,034613,3,1,1
SW-70520011,EPRVP3225XW,1,1,1
SW-A3200206,010092,7,1,1
SW-E7080011,071977,5,2,1
SW-6WXE0099,401557,2,1,1
SW-73010027,EPRXP3723KC,1,1,1
SW-50704490,400673,7,1,1
SW-81511100,EPRYP3921GT,1,1,1
SW-A3190205,102988,5,1,1
SW-6WXE0147,070798,4,1,1
SW-6WXE0153,103601,2,1,1
SW-6WXE0314,100775,3,1,1
SW-B0050113,012554,2,1,1
SW-C1489900,040299,2,1,1
SW-50420271,040817,2,1,1
SW-50340767,040898,2,1,1
SW-C1495900,040973,2,1,1
SW-C1875900,041550,2,1,1
SW-82510014,034562/PA/01,2,1,1
SW-73041388,NRA-SW-0039,2,1,1
SW-6WXE0484,070006,5,2,1
SW-Z1010803,102272,6,1,1
SW-6WXE0186,101228,2,1,1
SW-6WXE0193,101997,2,1,1
SW-70630134,NRA-SW-5697,4,1,1
SW-82521210,NRA-SW-6959,6,1,1
SW-E2220029,070796,2,1,1
SW-A1260202,102222,5,1,1
SW-72920004,EPRDB3192EQ,1,1,1
SW-6WXE0569,101844,2,1,1
SW-6WXE0234,102255,2,1,1
SW-6WXE0507,011348,7,1,2
SW-6WXE0575,021523,2,1,1
SW-6WXE0332,013157,2,1,1
SW-E8110019,071124,3,1,1
SW-70531323,202474,6,1,1
SW-81522521,SWWA 730,3,1,1
SW-81929901,302829,2,1,1
SW-70531672,NRA-SW-3474,6,1,1
SW-70531672,NRA-SW-3474,7,1,1
SW-A3190205,102988,6,1,1
SW-6WXE0194,102069,3,1,1
SW-81251506,033938,2,1,1
SW-6WXE0081,100823,2,1,1
SW-E2240019,101640,5,1,1
SW-6WXE0236,013054,3,1,1
SW-81410004,NRA-SW-5366,2,1,1
SW-81250114,NRA-SW-7554,2,1,1
SW-6WXE0182,NPSWQD002500,2,1,1
SW-70512748,202848,10,1,1
SW-50281354,402237,2,1,1
SW-60250418,070063,7,1,1
SW-70812379,NRA-SW-6171,2,1,1
