samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-70230155,DRA 1539,5,1,1
SW-73015033,202081,8,1,1
SW-70501051,NRA-SW-6626,5,1,1
SW-81290125,NRA-SW-6981,3,1,1
SW-73215139,202404,3,1,1
SW-70621913,DRA 83,4,1,1
SW-82410287,NRA-SW-5666,6,1,1
SW-72930815,DRA 192,4,1,1
SW-82610136,CRA 1,6,1,1
SW-81411987,NRA-SW-4009,5,1,1
SW-82315180,303049,2,1,1
SW-81110330,NRA-SW-6977,7,1,1
SW-70725457,201064,3,1,1
SW-FPF00092,NPSWQD008115,1,1,1
SW-82712690,300394,2,1,1
SW-B0020154,102107,4,1,1
SW-70810988,SWWA 1138,4,1,1
SW-70110132,202401,2,1,1
SW-81211257,SWWA 179,6,1,1
SW-72936315,NRA-SW-3849,3,1,1
SW-70815223,NRA-SW-6082,4,1,1
SW-81522719,NRA-SW-3673,3,1,1
SW-70630202,NRA-SW-6737,3,1,1
SW-70710446,203080,2,1,1
SW-70812796,203206,2,1,1
SW-70220650,NRA-SW-2877,3,1,1
SW-50340440,NPSWQD008026,1,1,2
SW-70810027,NPSWQD002381,1,1,1
SW-91241745,CRA 25,5,1,1
SW-B0050203,010002,3,1,1
SW-50210329,401518,3,1,1
SW-B0010601,102443,2,1,1
SW-50330342,401961,2,1,1
SW-50310244,040010,3,3,1
SW-60010603,100930,3,1,1
SW-Z4170205,102815,2,1,1
SW-E8110019,071124,2,1,1
SW-50231076,040080,5,1,1
SW-81251450,NRA-SW-2155,3,1,1
SW-60010771,EPRAB3295AP,1,1,1
SW-A4100123,102937,5,1,1
SW-6WXE0531,102728,5,2,1
SW-50040812,043297,2,1,1
SW-50361301,043475,2,1,1
SW-C1987900,042719,2,1,1
SW-81940391,NRA-SW-7210,2,1,1
SW-Z1520113,101441,4,2,1
SW-Z9370403,101440,4,1,1
SW-50230021,402507,4,1,1
SW-50560001,051259,2,1,1
SW-70531050,EPRCB3392RE,1,1,1
SW-Z8490139,012200,5,1,1
SW-6WXE0478,011560,7,2,1
SW-Z7500105,100673,8,1,1
SW-61200420,103453,4,1,1
SW-Z5012803,011559,8,1,1
SW-6WXE0165,010941,3,1,1
SW-50900010,EPRCB3394RR,1,1,1
SW-50210027,EPRBB3797ER,1,1,1
SW-91212510,EPRAB3605KT,2,1,1
SW-50050530,401625,3,1,1
SW-50580005,EPRBP3122GD,1,1,1
SW-50280209,401355,3,1,1
SW-60031305,EPREP3524GF,1,01,01
SW-50250547,402466,3,1,2
SW-6WXE0435,103902,3,1,1
SW-81431022,NRA-SW-3789,10,2,1
SW-50360004,400178/TR/01,3,1,1
SW-50340800,041825,2,1,1
SW-50590151,040138,2,1,1
SW-50590770,042506,2,1,1
SW-C1103900,042330,2,1,1
SW-82215398,EPRFB3197ND,1,1,1
SW-6WXE0187,101925,2,1,1
SW-50550001,EPRHB3292EU,1,1,1
SW-50550002,EPRMB3391VL,1,1,1
SW-6WXE0490,102937,6,2,1
SW-A2300101,010053,6,1,1
SW-6WXE0524,010053,6,1,2
SW-6WXE0465,101745,2,1,1
SW-50250621,041631,5,1,1
SW-60110001,100052,2,1,1
SW-50580007,EPRBB3199VM,1,2,1
SW-82712214,303145,2,1,1
SW-B3160104,EPRCB3292VW,1,1,1
SW-A4070449,101367,4,1,1
SW-6WXE0579,101782,2,1,1
SW-6WXE0173,102276,2,1,1
SW-60220022,101640,4,3,3
SW-73010440,203285,2,1,1
SW-73062522,NRA-SW-6747,5,1,1
SW-6WXE0577,400649,2,1,1
SW-6WXE0377,400683,3,1,1
SW-50230029,400608,5,1,1
SW-81261456,NRA-SW-3794,7,1,1
SW-50570001,EPRYP3399VF,1,1,1
SW-70230166,203474,4,1,1
SW-70620522,DRA 239,5,1,1
SW-81229901,301142,9,1,5
SW-73111226,EPRCB3695EN,1,1,1
SW-70534925,203109,8,1,1
SW-50340437,NPSWQD008026,2,1,1
SW-50340440,NPSWQD008026,2,1,2
SW-81211521,303000,7,1,1
SW-FPF00068,303000,8,1,2
SW-73010350,202911,2,1,1
SW-82010121,302822,9,1,2
SW-81110330,NRA-SW-6977,16,1,1
SW-81311021,302956,6,1,1
SW-72940174,202463,5,1,1
SW-70721448,203406,5,1,1
SW-70826012,DRA 1349,6,1,1
SW-70522709,202255,3,1,1
SW-81714844,031299/FN/01,7,1,1
SW-72913315,NRA-SW-6627,6,1,1
SW-70551356,201091,2,1,1
SW-70220007,EPRFB3893RX,1,1,1
SW-50360006,EPRGB3199EV,1,1,1
SW-70501359,203478,5,1,1
SW-70531246,SWWA 6,6,1,1
SW-81811837,NRA-SW-6742,6,1,1
SW-50211509,050104,2,2,1
SW-50260448,041917,2,1,1
SW-50250701,043223,4,1,1
SW-C1478900,043291,2,1,1
SW-70524993,NRA-SW-3743,6,1,1
SW-70514530,200819,7,1,1
SW-73115125,002671/FU/01,6,1,1
SW-70711879,200926,5,1,1
SW-E7000019,EPRGP3623GZ,3,1,1
SW-73010035,203307,2,1,1
SW-72931092,200411,4,1,1
SW-70420151,DRA 96,5,1,1
SW-81951557,300827/FN/01,5,1,1
SW-81916530,300968,4,1,1
SW-50810003,EPRAP3723GT,2,1,1
SW-81021790,300717/FN/02,4,1,1
SW-50250701,043223,3,1,1
SW-50440122,043236,2,1,1
SW-50340228,043237,2,1,1
SW-70812669,203442,10,1,1
SW-50440166,043463,2,1,1
SW-50580170,401056,2,1,1
SW-C7021001,401056,2,2,2
SW-50570386,401059,2,2,2
SW-50830285,400975,4,1,1
SW-FPF00098,300436/FN/01,8,2,1
SW-60100008,EPRNB3336AF,1,1,1
SW-63020050,102193,2,1,1
SW-70631000,200285,2,1,1
SW-6WXE0040,021332,2,1,1
SW-81611122,NRA-SW-7147,2,1,1
SW-50340652,042362,2,1,1
SW-60261570,072344,5,2,1
SW-50280007,401859,2,1,1
SW-81950927,NRA-SW-5475,9,1,1
SW-82210920,303096,7,1,1
SW-B0060101,010001,6,1,1
SW-50410003,402235,2,1,1
SW-70710021,EPRDB3993VH,1,1,1
SW-72811566,DRA 1518,5,1,1
SW-E0910673,EPREB3294VQ,1,1,1
SW-81251886,NRA-SW-3402,7,1,1
SW-60110013,EPRGB3498WN,1,1,1
SW-6WXE0004,102125,2,1,1
SW-6WXE0054,102592,2,1,1
SW-91252508,303508,8,1,1
SW-H2014875,032993/FU/01,7,1,1
SW-70920109,NRA-SW-0222,6,1,1
SW-B0050226,010002,5,2,1
SW-81510001,301056,3,1,1
SW-70630022,EPRAB3096ES,1,1,1
SW-60590419,100935,2,1,1
SW-50270002,402214,2,1,1
SW-73115125,002671/FU/01,8,1,1
SW-70220115,DRA 441,7,1,1
SW-82514030,NRA-SW-1813,2,1,1
SW-81110004,300853/PA,6,1,1
SW-60220040,EPRPB3490NJ,1,1,1
SW-6WXE0041,100443,2,1,1
SW-6WXE0012,101184,2,1,1
SW-6WXE0038,100440,2,1,1
SW-70512748,202848,8,1,1
SW-81810153,031294,9,1,1
SW-70710315,202711,8,1,1
SW-82510017,EPRDP3724GN,2,1,1
SW-81111921,301940,2,1,1
SW-Z5012920,011405,2,1,1
SW-6WXE0487,102815,3,1,2
SW-C4005700,401354,8,1,2
SW-50950709,401354,9,1,1
SW-81229901,301142,10,1,3
SW-50340055,EPRUP3427XP,1,1,1
SW-73111030,EPRVP3422XE,1,1,1
SW-6WXE0006,101725,2,1,1
SW-73042490,EPREB3891AK,1,1,1
SW-6WXE0472,401243,2,1,1
SW-6WXE0471,102066,3,1,1
SW-6WXE0470,102682,3,1,1
SW-81521724,NRA-SW-5293,10,1,1
SW-81950709,EPRTP3197EU,1,1,1
SW-E8900030,100334/FU/01,10,1,1
SW-50590005,401548,2,1,1
SW-81431592,EPREB3598ED,1,1,1
SW-81522760,EPRDB3596AF,1,2,1
SW-6WXE0546,072535,5,1,2
SW-6WXE0550,071228,5,1,2
SW-Z7500105,100673,9,1,1
SW-50030584,400606,6,1,1
SW-50231113,400820,2,1,1
SW-70710014,NRA-SW-0168,2,1,1
SW-50340769,040309,2,1,1
SW-50320588,041047,2,1,1
SW-6WXE0185,102779,2,1,1
SW-82512100,303156,2,1,1
SW-70630134,NRA-SW-5697,5,1,1
SW-82513322,NRA-SW-3676,6,1,1
SW-82710509,300175/PA/01,2,1,1
SW-70721478,NRA-SW-7808,5,1,1
SW-70534925,203109,9,1,1
SW-70232780,NRA-SW-4946,7,1,1
SW-81223443,NRA-SW-4999,7,1,1
SW-70721448,203406,6,1,1
SW-72920119,EPRCB3992NQ,1,1,1
SW-A0350102,101652,3,1,1
SW-81810012,302258,2,1,1
SW-70711879,200926,6,1,1
SW-82513322,NRA-SW-3676,9,1,1
SW-6WXE0069,103621,2,1,1
SW-6WXE0098,103822,2,1,1
SW-6WXE0122,042113,2,1,1
SW-C4002700,401739,5,1,2
SW-FPF00036,400673,7,1,2
SW-E8100059,071919,2,1,1
SW-60052805,EPRBB3497NJ,1,1,1
SW-6WXE0143,102570,2,1,1
SW-6WXE0300,103409,3,1,1
SW-6WXE0318,102552,3,1,1
SW-6WXE0321,102886,3,1,1
SW-6WXE0386,402083,3,1,1
SW-Z4170140,011553,2,1,1
SW-A2270406,011557,6,1,1
SW-50220811,401338,5,1,1
SW-6WXE0480,040001,7,2,1
SW-81251886,NRA-SW-3402,8,1,1
SW-91252047,303086,5,1,1
SW-91250019,303086,5,2,1
SW-6WXE0063,100470,4,1,1
SW-6WXE0268,013106,3,1,1
SW-6WXE0070,010665,4,1,1
SW-70826068,DRA 1062,8,1,1
SW-61200420,103453,5,1,1
SW-6WXE0537,103453,5,2,1
SW-81020112,300436/FN/01,7,1,1
SW-6WXE0362,013128,2,1,1
SW-C1278900,043139,2,1,1
SW-6WXE0082,012855,2,1,1
SW-E2330810,072392,2,1,1
SW-70711762,EPRCB3096VY,1,1,1
SW-70530029,NPSWQD009672,2,1,1
SW-50340713,402232,2,1,1
SW-91241116,NRA-SW-0406,8,1,2
SW-50950003,EPRZP3820XQ,1,1,1
SW-Z4170103,102713,7,1,1
SW-81110165,300802/PW,2,1,1
SW-50230038,EPRLB3994WY,1,1,1
SW-Z5012901,010031,7,1,1
SW-6WXE0071,102496,3,1,1
SW-81950781,301119,6,1,1
SW-Z1012005,011342,6,1,1
SW-6WXE0259,013105,3,1,1
SW-70510024,EPRAP3625XM,2,1,1
SW-6WXE0114,400647,2,1,1
SW-6WXE0326,401431,2,1,1
SW-FPF00015,012129,6,1,2
SW-C4009700,401758,5,2,1
SW-A4070202,012549,6,1,1
SW-82540008,EPRBB3099NA,1,1,1
SW-81930191,NRA-SW-7201,3,1,1
SW-81930191,NRA-SW-7201,4,1,1
SW-70551820,203806,4,1,1
SW-81930912,302298,8,1,1
SW-B0020154,102107,8,1,1
SW-50951080,042451,7,1a,1
SW-50951082,042451,7,1a,2
SW-50040654,040049,3,1,1
SW-81950927,NRA-SW-5475,10,1,1
SW-50550374,040015,7,1,1
SW-6WXE0494,010265,10,1,3
SW-63040025,EPRAB3491NT,1,1,1
SW-6WXE0140,021635,2,1,1
SW-Z1460103,102328,5,1,1
SW-50410005,EPRGB3294VB,1,1,1
SW-70531035,DRA 308,8,1,1
SW-6WXE0382,070888,3,1,1
SW-82710120,NPSWQD005699,4,1,1
SW-50530190,041353,5,1,1
SW-50211228,040014,5,1,1
SW-72921109,203792,6,2,1
SW-E2080019,072493,6,1,1
SW-6WXE0150,401866,2,1,1
SW-6WXE0126,102399,2,1,1
SW-81931388,NRA-SW-3885,6,1,1
SW-A0350102,101652,7,1,1
SW-6WXE0266,100840,2,1,1
SW-6WXE0286,101751,3,1,1
SW-6WXE0323,401165,3,1,1
SW-6WXE0372,010772,5,1,1
SW-6WXE0431,102784,3,1,1
SW-70641813,NRA-SW-7351,6,1,1
SW-81411422,302660,2,1,1
SW-82410287,NRA-SW-5666,7,1,1
SW-6WXE0202,100582/CS/01,2,1,1
SW-6WXE0353,070916,4,1,1
SW-82712763,15/49/30/P/10,6,1,1
SW-6WXE0446,100581/CS/01,2,1,1
SW-6WXE0411,102383,2,1,1
SW-E2220029,070796,4,1,1
SW-81281996,NRA-SW-6981,6,2,1
SW-6WXE0460,401064,2,1,1
SW-6WXE0127,071164,4,1,1
SW-60110050,EPRJP3122GM,3,2,2
SW-50050002,EPRCB3894VT,1,1,1
SW-A1260106,011987,5,1,1
SW-82540715,NRA-SW-4934,9,1,1
SW-50280001,400586,2,1,1
SW-6WXE0500,102172,4,2,1
SW-Z4170104,010528,5,1,1
SW-6WXE0261,100471,2,1,1
SW-60031323,EPREB3993AN,1,1,1
SW-73021857,NRA-SW-7809,6,1,1
SW-82540486,302142,2,1,1
SW-Z1430100,102755,4,1,1
SW-50230037,042321,2,2,1
SW-81261930,303089,7,1,1
SW-50221670,040076,3,1,1
SW-50260323,040622,3,1,1
SW-70230138,EPRFB3804FF,1,1,1
SW-63110190,011560,8,1,1
SW-6WXE0478,011560,8,2,1
SW-81410450,300914,8,1,1
SW-A2270406,011557,8,1,1
SW-6WXE0538,011557,8,2,1
SW-50580187,040725,7,2,1
SW-Z1012103,101637,8,1,1
SW-Z1012103,101637,9,1,1
SW-A0340108,102153,7,1,1
SW-B3130408,102536,9,1,1
SW-70110131,003269,2,1,1
SW-73010245,203126,3,1,1
SW-6WXE0501,102408,6,1,2
SW-60070006,EPRAB3995VF,1,1,1
SW-50360003,400149/SA/01,3,1,1
SW-70814827,NRA-SW-1188,3,1,1
SW-81310607,15/48/171/P/3A,7,1,1
SW-73011631,202610,3,1,1
SW-6WXE0315,102551,3,1,1
SW-6WXE0290,101760,2,1,1
SW-81910033,NPSWQD004726,2,1,1
SW-70531035,DRA 308,7,1,1
SW-6WXE0489,072373,7,1,2
SW-C4001700,040022,5,1,2
SW-6WXE0506,102510,4,1,2
SW-FPF00034,070130,6,1,2
SW-6WXE0277,101088,2,1,1
SW-6WXE0255,101798,2,1,1
SW-6WXE0561,010304,5,2,1
SW-70420138,SWWA 944,7,1,1
SW-70630134,NRA-SW-5697,6,1,1
SW-E2330069,071574,5,2,1
SW-50231189,051026,2,1,1
SW-50330342,401961,5,1,1
SW-70611292,DRA 1130,9,1,1
SW-C4795900,400622,6,1,2
SW-Z1430100,102755,6,1,1
SW-FPF00037,102755,7,1,2
SW-Z1520113,101441,6,2,1
SW-60031395,101543,8,1,1
SW-60031395,101543,9,1,1
SW-50459901,401336,7,1,2
SW-50250547,402466,7,1,2
SW-50211458,042464,9,1,1
SW-B0060101,010001,10,1,1
SW-6WXE0490,102937,8,2,1
SW-B0010801,102442,5,1,1
SW-E7070011,071901,8,1,2
SW-FPF00025,100386,9,1,2
SW-FPF00025,100386,10,1,2
SW-B3130506,010304,8,1,1
SW-70812690,203442,12,2,1
SW-50330910,041355,6,1,1
SW-E1230039,NPSWQD000307,4,1,1
SW-82211842,NRA-SW-0782,15,1,1
SW-60600119,100881,10,1,1
SW-50320394,040093,11,1,1
SW-63160103,010029,6,1,1
SW-A1260106,011987,7,1,1
SW-E4000029,070099,7,1,1
SW-FPF00075,201064,7,1,2
SW-81951557,300827/FN/01,6,1,1
SW-A3200205,010080,8,1,1
SW-E1210019,070062,5,1,1
SW-6WXE0546,072535,8,1,2
SW-E1300019,072535,9,1,1
SW-E3120019,101620,5,1,1
SW-50260510,401382,6,1,1
SW-60010005,071574,6,1,1
SW-50459901,401336,8,1,2
SW-D1036900,042479,8,1,1
SW-70210706,003101/FN/01,8,1,1
SW-50341163,401089,8,1,1
SW-50311172,040059,7,2,1
SW-D1018900,040059,8,1,1
SW-50340503,401339,5,1,2
SW-73111264,NRA-SW-0411,6,1,1
SW-82540134,NRA-SW-0414,6,1,1
SW-6WXE0506,102510,5,1,2
SW-70501838,NRA-SW-3560,9,1,1
SW-82528133,15/49/281/P/16,8,1,1
SW-81930115,CRA 172,6,1,1
SW-82528133,15/49/281/P/16,9,1,1
SW-6WXE0519,102395,5,2,1
SW-E4070019,070112,6,1,1
SW-81210350,303721,2,1,1
SW-A3200247,102630,7,1,1
SW-81014711,NRA-SW-0237,9,1,1
SW-91251625,NRA-SW-6741,6,1,1
SW-50510192,042453,6,2,1
SW-70632330,NRA-SW-6620,9,1,1
SW-70630017,NRA-SW-6620,9,1,2
SW-E4420019,070019,5,1,1
SW-61200420,103453,6,1,1
SW-E1200029,102050,7,1,1
SW-6WXE0564,102050,7,1,3
SW-70711879,200926,8,1,1
SW-82710979,NRA-SW-6685,6,1,1
SW-81929908,302707,13,1,2
SW-50320394,040093,8,1,1
SW-B0020154,102107,10,1,1
SW-6WXE0500,102172,5,2,1
SW-A1260202,102222,7,1,1
SW-91211492,302417,7,1,1
SW-60032867,102152,8,1,1
SW-70630289,DRA 1196,9,1,1
SW-91261312,303084,8,1,1
SW-FPF00079,303618,2,1,2
SW-81281989,002027,7,1,1
SW-73050626,NRA-SW-3838,7,1,1
SW-E4330029,072344,7,1,1
SW-60261570,072344,7,2,1
SW-E4000019,072373,8,1,1
SW-70710446,203080,5,1,1
SW-70512053,202372,9,1,1
SW-E3120029,070085,7,1,1
SW-50330344,401961,6,1,2
SW-81011046,032738/FN/02,9,1,1
SW-70816605,201967,7,1,1
SW-50220811,041565,1,1,1
SW-50031011,041574,1,1,1
SW-50281334,041637,1,1,1
SW-50570246,041639,1,1,2
SW-E4330029,070105,1,1,1
SW-E1230039,070128,1,1,1
SW-E2250019,070147,1,1,1
SW-81714844,031299/FN/01,1,1,1
SW-82610857,031905/TF/01,1,1,1
SW-Z4180102,011339,1,1,1
SW-Z2030317,011377,1,1,1
SW-B3150102,011403,1,1,1
SW-C1834900,041827,1,1,1
SW-50050229,042157,1,1,1
SW-73115125,002671/FU/01,1,1,1
SW-70110131,003269/FU/01,1,1,1
SW-70826030,004298/TF/01,1,1,1
SW-C4009700,042383,1,1,3
SW-50510192,042453,1,2,1
SW-Z4170229,010011,1,1,2
SW-50221666,040027,1,1,1
SW-50331086,040037,1,1,1
SW-50341163,040046,1,1,1
SW-50370339,040048,1,1,2
SW-50340503,040057,1,1,2
SW-50410119,040070,1,1,1
SW-50700373,042618,1,1,2
SW-50340360,042742,1,1,1
SW-50220288,040095,1,1,1
SW-50450109,040098,1,1,1
SW-C4002700,401739,11,1,2
SW-81011010,302993,9,1,2
SW-Z1012005,011342,11,1,1
SW-B0010123,021550,1,1,1
SW-Z8480229,021556,1,1,1
SW-B0010809,021559,1,1,1
SW-50342693,041662,1,1,1
SW-50410003,041708,1,1,1
SW-50231198,041713,1,1,1
SW-50231126,041815,1,1,1
SW-60220597,070225,1,1,1
SW-60590305,070226,1,1,1
SW-50231049,041862,1,1,1
SW-50260448,041917,1,1,1
SW-A2270406,011557,1,1,1
SW-A3230102,011558,1,1,1
SW-A1260107,011560,1,1,1
SW-82315120,033998/FU/01,1,1,1
SW-81241136,034553/PA/01,1,1,1
SW-Z4170103,011590,1,1,1
SW-Z4170136,011590,1,1,2
SW-T1000037,011687,1,1,1
SW-T1000048,011692,1,1,1
SW-Z2050111,011722,1,1,1
SW-A2270500,011738,1,1,1
SW-50330342,040007,1,1,1
SW-A2270404,010034,1,1,1
SW-Z3120103,010071,1,1,1
SW-B0011101,010077,1,1,1
SW-A3200205,010080,1,1,1
SW-Z6540106,010084,1,3,1
SW-B0010805,010086,1,1,2
SW-A0340109,010088,1,2,1
SW-50260219,043011,1,1,1
SW-A4070107,010102,1,1,1
SW-A4070211,010107,1,1,1
SW-A1260308,010151,1,1,1
SW-B3170606,010185,1,4,1
SW-A4100122,010219,1,2,1
SW-63310003,012039,1,1,1
SW-Z7500019,012190,1,1,1
SW-Z8490139,012200,1,1,1
SW-50580170,043241,1,1,1
SW-50430127,043245,1,2,1
SW-50250216,043251,1,1,1
SW-50250219,043251,1,2,1
SW-50570150,043260,1,1,1
SW-A2270493,010265,1,1,1
SW-A4070137,010385,1,1,1
SW-50370229,040415,1,1,1
SW-C7039000,043281,1,1,1
SW-50040812,043297,1,1,1
SW-Z4180120,010485,1,1,1
SW-Z4170141,012509,1,1,1
SW-63310005,012559,1,1,1
SW-50340496,040628,1,1,1
SW-50230396,050691,1,1,1
SW-50250111,050700,1,1,1
SW-50590136,040693,1,1,1
SW-50580185,040725,1,1,1
SW-50211589,050756,1,1,1
SW-Z2030099,013171,1,1,1
SW-50340767,040898,1,1,1
SW-A1260099,013326,1,1,1
SW-C1475900,043172,1,1,1
SW-50440170,043233,1,1,1
SW-Z8480229,012299,1,1,1
SW-Z8480273,012299,1,2,1
SW-B0090107,012333,1,1,1
SW-50440166,043463,1,1,1
SW-50280565,050109,1,2,1
SW-50600133,050114,1,1,1
SW-50211566,040512,1,1,1
SW-E2230019,012975,1,1,1
SW-C1557900,050851,1,1,1
SW-50340174,050995,1,1,1
SW-50330392,051095,1,1,1
SW-E1380011,070004,1,3,1
SW-50340048,041383,1,1,1
SW-50281377,041493,1,1,1
SW-E2200019,070015,1,1,1
SW-E3220019,070022,1,1,1
SW-E1290019,070023,1,1,1
SW-E4280019,070027,1,1,1
SW-E1200011,070076,1,2,1
SW-50231119,400100/PA/02,1,1,1
SW-50550134,400139/PW/01,1,1,1
SW-50240295,400141/PW/01,1,1,1
SW-50310125,051122,1,1,1
SW-50050915,051128,1,1,1
SW-50010280,051200,1,1,1
SW-50210785,051217,1,1,1
SW-Z3120115,021235,1,1,1
SW-50210530,041321,1,1,1
SW-50590229,041350,1,1,1
SW-50590229,041350,1,2,1
SW-C4404700,041352,1,1,2
SW-B0050113,021458,1,1,1
SW-70531018,200290/TR/01,1,1,1
SW-E1200029,070506,1,1,1
SW-E1280019,070509,1,1,1
SW-E1000129,070540,1,1,1
SW-E3070019,070644,1,1,1
SW-E2220029,070796,1,1,1
SW-E2360019,070975,1,1,1
SW-E2050009,081942,1,1,1
SW-70812797,DRA 347,1,1,1
SW-E4320019,071041,1,1,1
SW-E2060019,071042,1,1,1
SW-E7070049,071051,1,1,1
SW-E1480019,082354,1,1,1
SW-60110001,100052,1,1,1
SW-81234158,300090/PW/01,1,1,1
SW-H1814893,300118/FU/01,1,1,1
SW-70630100,200550/PW/01,1,1,1
SW-70420028,200688,1,1,1
SW-60560732,081922,1,1,1
SW-60560739,081922,1,2,1
SW-60560741,081922,1,3,1
SW-E2190229,081926,1,3,1
SW-60033346,081928,1,1,1
SW-70540233,DRA 1355,1,1,1
SW-73020299,DRA 1489,1,1,1
SW-E4350039,082004,1,1,1
SW-60010845,082090,1,1,1
SW-81210794,2896/55,1,1,1
SW-E1002819,082180,1,1,1
SW-E3150009,082195,1,1,1
SW-E3090019,071195,1,1,1
SW-E3110029,071202,1,1,1
SW-E3120019,071222,1,1,1
SW-E8900089,082288,1,1,1
SW-E8010029,082291,1,1,1
SW-E0910089,082319,1,1,1
SW-E2000049,082350,1,1,1
SW-E2090019,071233,1,1,1
SW-E3180009,071313,1,1,1
SW-82111870,300178/PW/01,1,1,1
SW-E0910020,100318,1,1,1
SW-73031112,NRA-SW-0005,1,1,1
SW-70538867,NRA-SW-0022,1,1,1
SW-H1210290,300454/FU/01,1,1,1
SW-70711879,NRA-SW-0074,1,1,1
SW-70590010,NRA-SW-0157,1,1,1
SW-82110018,NRA-SW-0161,1,1,1
SW-70501013,NRA-SW-0215,1,1,1
SW-81310207,300594/FU/01,1,1,1
SW-72920157,NRA-SW-0226,1,1,1
SW-81020612,NRA-SW-0237,1,2,1
SW-70240290,NRA-SW-0327,1,1,1
SW-60032875,072011,1,2,1
SW-81910608,15/48/231/P/62,1,1,1
SW-E2090049,072234,1,1,1
SW-81910519,NRA-SW-0657,1,2,1
SW-82211842,NRA-SW-0782,1,1,1
SW-70710191,200157/FD/01,1,1,1
SW-70531360,200245/PA/01,1,1,1
SW-E8101519,071625,1,3,1
SW-T1000021,100369,1,1,1
SW-E7070019,071901,1,1,1
SW-60030363,071978,1,1,1
SW-6WXE0443,100557/CS/01,1,1,1
SW-E1270039,072106,1,1,1
SW-81915133,15/48/231/P/15,1,1,1
SW-E1070019,072275,1,1,1
SW-60010603,072365,1,1,1
SW-Z6540135,021457,1,1,1
SW-70422011,NRA-SW-6376,1,1,1
SW-70222018,NRA-SW-6381,1,1,1
SW-72811448,NRA-SW-6432,1,1,1
SW-Z7500098,100015,1,1,1
SW-81110270,NRA-SW-3717,1,1,1
SW-91251625,NRA-SW-6741,1,1,1
SW-70720281,NRA-SW-6971,1,1,1
SW-81110330,NRA-SW-6977,1,1,1
SW-70633312,NRA-SW-6988,1,1,1
SW-72921990,NRA-SW-6991,1,1,1
SW-70512748,SWWA 272,1,1,1
SW-81610560,SWWA 33,1,1,1
SW-81710385,NRA-SW-7118,1,1,1
SW-70816523,SWWA 383,1,1,1
SW-70710318,SWWA 397,1,1,1
SW-72922270,SWWA 415,1,1,1
SW-81420246,SWWA 444,1,1,1
SW-70240338,SWWA 485,1,1,1
SW-70541520,SWWA 488,1,1,1
SW-70532650,SWWA 5,1,1,1
SW-73061123,SWWA 511,1,1,1
SW-73062346,SWWA 528,1,1,1
SW-73050105,SWWA 532,1,1,1
SW-73021053,SWWA 561,1,1,1
SW-81250182,SWWA 569,1,1,1
SW-70531246,SWWA 6,1,1,1
SW-81911011,NRA-SW-1719,1,1,1
SW-72913192,SWWA 686,1,1,1
SW-81112318,SWWA 692,1,1,1
SW-81261929,SWWA 695,1,1,1
SW-70642147,SWWA 722,1,1,1
SW-82712535,SWWA 723,1,1,1
SW-70723269,SWWA 753,1,1,1
SW-81112271,SWWA 756,1,1,1
SW-72934623,SWWA 202,1,1,1
SW-70512354,SWWA 2053,1,1,1
SW-81922250,SWWA 2054,1,1,1
SW-73060256,SWWA 206,1,1,1
SW-70531644,NRA-SW-6663,1,1,1
SW-82010141,SWWA 2066,1,1,1
SW-91251648,SWWA 2106,1,1,1
SW-72943959,NRA-SW-6946,1,1,1
SW-81911160,NRA-SW-6969,1,1,1
SW-81223443,NRA-SW-4999,1,1,1
SW-73080525,NRA-SW-7096,1,1,1
SW-70533635,NRA-SW-5218,1,1,1
SW-70514529,NRA-SW-5226,1,2,1
SW-70523010,SWWA 677,1,1,1
SW-70533233,SWWA 683,1,1,1
SW-91252508,SWWA 844,1,1,1
SW-81020121,NRA-SW-2069,1,1,1
SW-81910020,NRA-SW-2380,1,1,1
SW-81112228,NRA-SW-5642,1,1,1
SW-72923150,NRA-SW-5694,1,1,1
SW-81950668,NRA-SW-7828,1,1,1
SW-50331270,050922,1,1,1
SW-81231772,NRA-SW-6115,1,1,1
SW-70531209,NRA-SW-6136,1,1,1
SW-70812379,NRA-SW-6171,1,1,1
SW-81310396,SWWA 1003,1,1,1
SW-82540725,NRA-SW-3192,1,1,1
SW-70522694,NRA-SW-6218,1,1,1
SW-73063240,NRA-SW-6244,1,1,1
SW-70723967,201052,2,1,1
SW-60031395,071868,3,1,1
SW-82010004,302364,1,1,1
SW-70230203,NRA-SW-3868,2,1,1
SW-60200030,101600,1,1,1
SW-72923054,NRA-SW-5674,4,1,1
SW-50050795,400868,1,1,1
SW-73063875,NRA-SW-7536,1,1,1
SW-73040643,SWWA 940,1,1,1
SW-70420138,SWWA 944,1,1,1
SW-70593410,SWWA 981,1,1,1
SW-91222282,NRA-SW-7691,1,1,1
SW-82112820,NRA-SW-2523,1,1,1
SW-70532977,NRA-SW-7976,1,1,1
SW-E8900049,101049,1,1,1
SW-72931092,200411,1,1,1
SW-72910251,200703,1,1,1
SW-60600119,100881,1,1,1
SW-73030194,201990,1,1,1
SW-50211458,042464,2,1,1
SW-Z1460103,012130,2,1,1
SW-A0350102,101652,1,1,1
SW-81210852,300743/TR,1,1,1
SW-70630265,200907,1,1,1
SW-81420755,301073,1,1,1
SW-81210898,301342,1,1,1
SW-72911631,DRA 459,2,1,1
SW-50950709,043091,4,1,1
