"COMPANY_NAME","DISCHARGE_SITE_NAME","DISCHARGE_SITE_TYPE_CODE","DSI_TYPE_DESCRIPTION","ADD_OF_DISCHARGE_SITE_LINE_1","ADD_OF_DISCHARGE_SITE_LINE_2","ADD_OF_DISCHARGE_SITE_LINE_3","ADD_OF_DISCHARGE_SITE_LINE_4","ADD_OF_DISCHARGE_SITE_PCODE","DISTRICT_COUNCIL","DISCHARGE_NGR","CATC_NAME","CATCHMENT_CODE","EA_REGION","SOURCE","PERMIT_NUMBER","PERMIT_VERSION","RECEIVING_WATER","RECEIVING_ENVIRON_TYPE_CODE","REC_ENV_CODE_DESCRIPTION","ISSUED_DATE","EFFECTIVE_DATE","REVOCATION_DATE","STATUS_OF_PERMIT","STATUS_DESCRIPTION","OUTLET_NUMBER","OUTLET_TYPE_CODE","OUTLET_TYPE_DESCRIPTION","OUTLET_GRID_REF","EFFLUENT_NUMBER","EFFLUENT_TYPE","EFF_TYPE_DESCRIPTION","EFFLUENT_GRID_REF","geometry"
"MRS A WILLIAMS","ENDIGEY","A0","Domestic property (single) (incl farm house)","CONYGAR","BROADMAYNE","DORCHESTER","DORSET","DT2 8LX","DORSET UA","SY7368085950","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","400135/PW/01","2","GROUND WATER","3.0","Into land / infiltration system","12/17/13 00:00:00","12/17/13 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7358085970","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7358085970","POINT (373680 85950)"
"WESSEX WATER SERVICES LIMITED","DUNCAN CRESCENT PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","DUNCAN CRESCENT","BOVINGTON","WAREHAM","DORSET","BH20 6NN","DORSET UA","SY8397688924","","","SW","EA South West Region","401420","3","TRIBUTARY OF THE RIVER FROME","1.0","Freshwater river","01/15/21 00:00:00","09/30/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY8397488935","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8397088924","POINT (383976 88924)"
"WESSEX WATER SERVICES LIMITED","CSO AT TOP OF SOUTH WALKS","A3","Storm Tank/CSO on Sewerage Network (water company)","DORCHESTER","","","DORSET","DT1 1DS","DORSET UA","SY6919790339","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","400688","4","RIVER FROME VIA SWS","1.0","Freshwater river","09/24/20 00:00:00","09/30/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY6954890767","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY6920090304","POINT (369197 90339)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","8","SHERFORD RIVER","1.0","Freshwater river","01/06/22 00:00:00","03/31/26 00:00:00","","E7","VARIED UNDER EPR 2010","1b","S","Sewage - water company","SY9094392658","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8977093260","POINT (389950 93350)"
"CLYFFE SEWERAGE MANAGEMENT LIMITED","20 PROPERTIES AT CLYFFE HOUSE","A1","Domestic property (multiple) (incl farm houses)","TINCLETON","DORCHESTER","","DORSET","DT2 8QR","DORSET UA","SY7823692215","","","SW","EA South West Region","EPRVB3932AQ","1","GROUNDWATER VIA A SOAKAWAY","3.0","Into land / infiltration system","01/16/15 00:00:00","04/01/15 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7831592101","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7831592101","POINT (378236 92215)"
"MISS EMILY SPICER","LITTLE MEADOW BARN","A0","Domestic property (single) (incl farm house)","LOWER WATERSTON","DORCHESTER","DORSET","DORSET","DT2 7SS","DORSET UA","SY7395895096","","","SW","EA South West Region","EPRVB3799ER","1","INTO LAND","3.0","Into land / infiltration system","10/06/21 00:00:00","10/06/21 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7393695123","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7393695123","POINT (373958 95096)"
"MISS EMILY SPICER","CHESTNUT COTTAGE","A0","Domestic property (single) (incl farm house)","WATERSTON","DORCHESTER","","DORSET","DT2 7SP","DORSET UA","SY7330395059","","","SW","EA South West Region","EPRYB3695VU","1","GROUNDWATER","3.0","Into land / infiltration system","04/04/23 00:00:00","04/04/23 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7322194987","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7323094992","POINT (373303 95059)"
"WESSEX WATER SERVICES LIMITED","BROADMAYNE WWTW","A2","WwTW/Sewage Treatment Works (water company)","WATERGATES LANE","BROADMAYNE","DORCHESTER","DORSET","DT2 8HA","DORSET UA","SY7338786831","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","040725","7","TADNOLL BROOK","1.0","Freshwater river","03/25/22 00:00:00","03/31/26 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY7344986696","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7344686703","POINT (373387 86831)"
"WESSEX WATER SERVICES LIMITED","BROADMAYNE WWTW","A2","WwTW/Sewage Treatment Works (water company)","WATERGATES LANE","BROADMAYNE","DORCHESTER","DORSET","DT2 8HA","DORSET UA","SY7338786831","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","040725","7","TADNOLL BROOK","1.0","Freshwater river","03/25/22 00:00:00","03/31/26 00:00:00","","E7","VARIED UNDER EPR 2010","2","S","Sewage - water company","SY7341086760","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7340086814","POINT (373387 86831)"
"MISS ROSY TURNBULL","THE LODGE","A0","Domestic property (single) (incl farm house)","SOUTHOVER","TOLPUDDLE","DORCHESTER","DORSET","DT2 7HD","DORSET UA","SY7902194024","","","SW","EA South West Region","EPRGB3342KG","2","GROUNDWATER VIA INFILITRATION","3.0","Into land / infiltration system","07/01/25 00:00:00","07/01/25 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7900494011","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7900794015","POINT (379021 94024)"
"MR MARC WATTON","MARLEY WOOD HOUSE","A0","Domestic property (single) (incl farm house)","WINFRITH NEWBURGH","DORCHESTER",".","DORSET","DT2 8UQ","DORSET UA","SY8126282685","","","SW","EA South West Region","EPRSB3340KE","1","GW VIA AN INFILTRATION SYSTEM","3.0","Into land / infiltration system","01/24/25 00:00:00","01/24/25 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY8129282732","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8129282732","POINT (381262 82685)"
"MR MARTIN INWOOD","CULEAZE LODGE","A0","Domestic property (single) (incl farm house)","CULEAZE","WAREHAM","DORSET",".","BH20 7NR","DORSET UA","SY8502592565","","","SW","EA South West Region","EPRAB3540KB","1","GROUND","3.0","Into land / infiltration system","10/14/24 00:00:00","10/14/24 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY8505492526","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8505492526","POINT (385025 92565)"
"STONEWATER LIMITED","NEW DEVELOPMENT","A1","Domestic property (multiple) (incl farm houses)","WOODSFORD LANE","MORETON","DORCHESTER","DORSET","","DORSET UA","SY7804089220","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","040919","1","PARTIAL SOAKAWAY:O/FLO R.FROME","3.0","Into land / infiltration system","","02/01/89 00:00:00","","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY7801089210","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7801089210","POINT (378040 89220)"
"MR MARK BELCHER","EIGHT HATCH PLANTATION","03","Fish + Aquaculture/Fish Farm/Cress Farm","TRIGON","WAREHAM","DORSET","","","DORSET UA","SY8953088180","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","041519","1","RIVER PIDDLE","1.0","Freshwater river","01/04/94 00:00:00","12/10/93 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY8935088180","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY8953088180","POINT (389530 88180)"
"D B PARKS LIMITED","MOBILE HOME PARK","A1","Domestic property (multiple) (incl farm houses)","DORCHESTER ROAD","SLEPE","LYTCHETT MINSTER","POOLE , DORSET","BH16 6HT","DORSET UA","SY9257093350","HOLES BAY","44/95-","SW","EA South West Region","041894","1","SOAKAWAY","3.0","Into land / infiltration system","","09/24/91 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","2","U","Sewage - not water company","SY9255093450","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY9258093430","POINT (392570 93350)"
"WESSEX WATER SERVICES LIMITED","BRIANTSPUDDLE SEWAGE","A4","Pumping Station on Sewerage Network (water company)","PUMPING STATION","BRIANTSPUDDLE","DORSET","","","DORSET UA","SY8207093220","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","041980","1","TRIBUTARY OF RIVER PIDDLE (S)","1.0","Freshwater river","09/24/91 00:00:00","09/24/91 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","SY8207093220","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8207093220","POINT (382070 93220)"
"DEAN, R & D M","WEST FOSSIL DAIRY","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","WEST FOSSIL","WINFRITH","DORCHESTER","DORSET","DT2 8DA","DORSET UA","SY7922084900","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","051060","1","","1.0","Freshwater river","","10/11/79 00:00:00","","B1","TRANSFERRED FROM R(PP)A 1951-1961","1","A","Agriculture","SY7912085140","1","AB","AGRICULTURE - LIVESTOCK FARMING","SY7912085140","POINT (379220 84900)"
"MR D PARRY","MANOR FARM","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","WRAXALL","DORCHESTER","DORSET","","DT2 0HR","DORSET UA","ST5672001050","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","041345","1","WRAXALL CHALK PIT","1.0","Freshwater river","","11/01/89 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","ST5645000350","1","AA","AGRICULTURE - ARABLE FARMING","ST5690001050","POINT (356720 101050)"
"MR C F LOUSLEY","LEWELL MILL FARM HOUSE","A0","Domestic property (single) (incl farm house)","WEST STAFFORD","DORCHESTER","DORSET","","DT2 8AN","DORSET UA","SY7385089980","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","400485","1","RIVER FROME VIA PAR SOAKAWAY","3.0","Into land / infiltration system","12/29/98 00:00:00","12/29/98 00:00:00","","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY7385090000","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7383089980","POINT (373850 89980)"
"IMERYS MINERALS LIMITED","POVINGTON BALL CLAY WORKS (DIS 2)","08","Mineral/Gravel Extraction/Quarrying","LULWORTH RANGES","OFF GRANGE ROAD, STEEPLE","WAREHAM","DORSET",".","DORSET UA","SY8955082861","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","400548","1","TRIBUTARY OF THE RIVER FROME","1.0","Freshwater river","10/13/99 00:00:00","09/28/99 00:00:00","","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","T","Trade","SY8928082870","1","TG","TRADE DISCHARGES - MINERAL WORKINGS","SY8928082870","POINT (389550 82861)"
"THE WELD ESTATE","THE WELD ARMS","56","Food+Beverage Services/Cafe/Restaurant/Pub","EAST LULWORTH","WAREHAM","","DORSET","BH20 5QQ","DORSET UA","SY8582381946","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","402226","1","UNNAMED STREAM(S)","1.0","Freshwater river","06/26/07 00:00:00","06/26/07 00:00:00","","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","Y","Sewage and Trade combined","SY8618082280","1","YZ","SEWAGE & TRADE COMBINED - UNSPECIFIED","SY8581081950","POINT (385823 81946)"
"MONKEY WORLD APE RESCUE CENTRE","MONKEY WORLD APE RESCUE CENTRE","91","Cultural/Zoo/Community Centre/Museum/Library/Archive","LONGTHORNS","WAREHAM","DORSET",".","BH20 6HH","DORSET UA","SY8462088740","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401549","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","10/10/03 00:00:00","10/10/03 00:00:00","","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY8489088230","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8489088230","POINT (384620 88740)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","5","RIVER FROME(S)","1.0","Freshwater river","10/16/09 00:00:00","03/31/10 00:00:00","","E1","VARIED BY APPLICATION - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7097090360","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7093090240","POINT (370900 90230)"
"WESSEX WATER SERVICES LIMITED","PUDDLETOWN SEWAGE TREATMENT WORKS","A2","WwTW/Sewage Treatment Works (water company)","PUDDLETOWN SEWAGE TREATMENT WRKS","DRUCE LANE","PUDDLETOWN","DORSET","DT2 8GE","DORSET UA","SY7505094950","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","402100","4","RIVER PIDDLE(S)","1.0","Freshwater river","03/11/10 00:00:00","06/30/13 00:00:00","","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7506094930","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7510094950","POINT (375050 94950)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","5","RIVER FROME(S)","1.0","Freshwater river","10/16/09 00:00:00","03/31/10 00:00:00","","E1","VARIED BY APPLICATION - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","3","S","Sewage - water company","SY7097090360","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7097090360","POINT (370900 90230)"
"MR J S HISCOCK","NEW FARMHOUSE","A0","Domestic property (single) (incl farm house)","NEW BARN FARM","PIDDLETRENTHIDE","DORCHESTER","DORSET","DT2 7RE","DORSET UA","ST7165000490","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","042378","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","ST7146000570","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST7146000570","POINT (371650 100490)"
"ROBERT STEPHEN WAKEFIELD","THE BARN","A0","Domestic property (single) (incl farm house)","KNIGHTON WOODS","DORCHESTER","DORSET",".","","DORSET UA","SY7443089160","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","400341/SA/01","2","SOAKAWAY","3.0","Into land / infiltration system","12/13/12 00:00:00","12/13/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7445089150","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7445089150","POINT (374430 89160)"
"WESSEX WATER SERVICES LIMITED","EVERSHOT COMBINED SEWER OVERFLOW","A3","Storm Tank/CSO on Sewerage Network (water company)","(OPP) BURROWBRIDGE COTTAGE","THE COMMON","EVERSHOT","DORSET","DT2 0JY","DORSET UA","ST5762204621","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","042430","2","RIVER FROME","1.0","Freshwater river","03/15/17 00:00:00","03/31/17 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","ST5762704625","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","ST5762204621","POINT (357622 104621)"
"MR JOHN BALL","THE COACH HOUSE","A0","Domestic property (single) (incl farm house)","CLYFFE","TINCLETON","","DORSET","DT2 8QR","DORSET UA","SY7816492174","","","SW","EA South West Region","EPREB3191EJ","1","GW VIA INFILTRATION SYSTEM","3.0","Into land / infiltration system","04/13/16 00:00:00","04/13/16 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY7835392120","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7833892122","POINT (378164 92174)"
"MR & MRS T R GREEN","KEEPER'S COTTAGE","A0","Domestic property (single) (incl farm house)","TINCLETON","DORCHESTER","","DORSET","DT2 8QR","DORSET UA","SY7803092450","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","401805","2","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7795092460","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7795092460","POINT (378030 92450)"
"MRS KERRY TAYLOR","WHITWAY FARM AND ANNEXE","A0","Domestic property (single) (incl farm house)","WINTERBOURNE STEEPLETON","DORCHESTER","DORSET",".","DT2 9LG","DORSET UA","SY6344189843","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","EPRRP3529XL","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","02/17/12 00:00:00","02/17/12 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY6344189843","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6344189843","POINT (363441 89843)"
"MR KEITH BREWER","THE HUTT DAIRY","A1","Domestic property (multiple) (incl farm houses)","CHALDON HERRING","DORCHESTER","","DORSET","DT2 8DN","DORSET UA","SY7867083050","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","040428","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY7867083070","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7867083070","POINT (378670 83050)"
"MR HAVERFORD","WEST BURTON FARM","A0","Domestic property (single) (incl farm house)","WINFRITH","WAREHAM","","DORSET","DT2 8DD","DORSET UA","SY8215085680","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041008","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY8206085890","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8206085890","POINT (382150 85680)"
"WESSEX WATER SERVICES LIMITED","CHURCH KNOWLE ANIMAL SANCTUARY PS","A4","Pumping Station on Sewerage Network (water company)","ANIMAL SANCTUARY PUMPING STATION","CHURCH KNOWLE","","DORSET","BH20 5NN","DORSET UA","SY9375681584","POOLE HARBR/CORFE/SHERFD","44/90-","SW","EA South West Region","401419","3","A TRIBUTARY OF THE CORFE RIVER","1.0","Freshwater river","09/30/20 00:00:00","09/30/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9376781585","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY9377581592","POINT (393756 81584)"
"WESSEX WATER SERVICES LIMITED","EAST KNIGHTON PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","EAST KNIGHTON","DORCHESTER",".","DORSET","DT2 8LH","DORSET UA","SY8141085587","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401425","2","TRIBUTARY OF RIVER WIN","1.0","Freshwater river","12/10/21 00:00:00","12/10/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY8140085590","2","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY8141085558","POINT (381410 85587)"
"MR SIMON WARNE AND MRS ABIGAIL WARNE","SMITHS COTTAGE STP","A0","Domestic property (single) (incl farm house)","CODGE LANE","RAMPISHAM",".","DORCHESTER","DT2 0PP","DORSET UA","ST5540002667","","","SW","EA South West Region","EPRTB3491ER","1","TRIBUTARY OF RIVER FROME","1.0","Freshwater river","01/12/21 00:00:00","01/12/21 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","ST5544902557","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST5544902557","POINT (355400 102667)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT LANE PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","LYTCHETT LANE","BOVINGTON","WAREHAM","DORSET","BH20 6PA","DORSET UA","SY8424087950","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401064","2","TRIBUTARY OF RIVER FROME","1.0","Freshwater river","10/09/20 00:00:00","10/09/20 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY8424687947","2","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8424287952","POINT (384240 87950)"
"DR A M COLE & MRS J A COLE","THE BARN","A0","Domestic property (single) (incl farm house)","HIGHER BURTON","CHARMINSTER","DORSET",".","DT2 7SA","DORSET UA","SY6924092250","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","400434/SA/01","2","SOAKAWAY","3.0","Into land / infiltration system","12/17/12 00:00:00","12/17/12 00:00:00","","E7","VARIED UNDER EPR 2010","1","U","Sewage - not water company","SY6927092280","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY6927092280","POINT (369240 92250)"
"WESSEX WATER SERVICES LIMITED","EAST CHALDON PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","CHALDON HERRING","DORCHESTER",".","DORSET","DT2 8DN","DORSET UA","SY7948683464","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401427","3","A TRIBUTARY OF THE RIVER WIN","1.0","Freshwater river","09/03/21 00:00:00","09/30/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY7948083470","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY7948683464","POINT (379486 83464)"
"MRS GAIL HANSFORD","SIX HORSE BARN, THE COWSHED AND","A0","Domestic property (single) (incl farm house)","THE STABLE BARN STP","WEST BURTON FARM COMPLEX","WINFRITH NEWBURGH","DORSET","DT2 8DD","DORSET UA","SY8202885944","","","SW","EA South West Region","EPRJB3196AT","1","TRIBUTARY OF THE RIVER WIN","1.0","Freshwater river","05/14/18 00:00:00","05/14/18 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY8201985971","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8205185932","POINT (382028 85944)"
"WESSEX WATER SERVICES LIMITED","GLEBE ROAD PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","GLEBE ROAD","LYTCHETT MATRAVERS","POOLE","DORSET","BH16 6EH","DORSET UA","SY9459394238","HOLES BAY","44/95-","SW","EA South West Region","041152","4","TRIB OF SHERFORD RIVER","1.0","Freshwater river","01/25/21 00:00:00","01/25/21 00:00:00","","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9460994244","2","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY9459594242","POINT (394593 94238)"
"EDDIE MCLARNON","HOME FARM AND POUNTS BARN","A1","Domestic property (multiple) (incl farm houses)","WINFRITH NEWBURGH","DORCHESTER",".",".","DT2 8DD","DORSET UA","SY8273986002","","","SW","EA South West Region","EPRFP3424LE","1","RIVER FROME","1.0","Freshwater river","10/16/25 00:00:00","10/16/25 00:00:00","","E6","NEW ISSUED UNDER EPR 2010","1","U","Sewage - not water company","SY8273986002","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8273986002","POINT (382739 86002)"
"MR J H W HURD AND MRS A M HURD","LOWER MAGISTON FISH FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NR","DT2 9NR","DORSET UA","SY6349096100","SYDLING WATER","44/54-","SW","EA South West Region","040291","1","SYDLING WATER","1.0","Freshwater river","","04/01/88 00:00:00","","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","T","Trade","SY6355096190","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY6355096190","POINT (363490 96100)"
"UPCERNE LTD","UPCERNE MANOR ESTATE OFFICE(C.ABBAS","82","Offices Admin + Support","UPCERNE MANOR ESTATE","CERNE ABBAS","DORCHESTER","DORSET","","DORSET UA","ST6580002700","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","050626","1","SOAKAWAY","3.0","Into land / infiltration system","","05/19/75 00:00:00","","B1","TRANSFERRED FROM R(PP)A 1951-1961","1","U","Sewage - not water company","ST6580002700","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST6580002700","POINT (365800 102700)"
"JERRAM, MAJOR FJ","LOWER WRAXALL FARMHOUSE","A0","Domestic property (single) (incl farm house)","DORCHESTER","DORSET","","","","DORSET UA","ST5752000850","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","051039","1","","1.0","Freshwater river","","02/16/67 00:00:00","","B1","TRANSFERRED FROM R(PP)A 1951-1961","1","U","Sewage - not water company","ST5752000850","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","ST5752000850","POINT (357520 100850)"
