,id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,MONTH,Unnamed: 0,row_id,n,DETE,DETE_CODE,EA_REGION,EFFLUENT_NUMBER,METHOD,MONTH_FROM,MONTH_TO,OUTLET_NUMBER,PERMIT_REF,REGION,UNITS,VERSION,RULE_TYPE,RULE_VALUE,status
16390,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440194/sample/3517732/observation/0135,SW-50440194,MILBORNE ST ANDREW STW FE BERE STREAM,-2.2802,50.7694,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2024-05-07 07:55:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",6.0,MILLIGRAM PER LITRE,042116,4.0,5,128,128,1,"Solids, Suspended at 105 C",135,SW,3,ABSOLUTE,1,12,1,042116,EA South West Region,MILLIGRAM PER LITRE,4,MAXIMUM VALUE,100.0,PASS
16968,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3504886/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-01-24 11:36:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",85.0,PERCENTAGE,041518,1.0,1,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
16969,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3504886/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-01-24 11:36:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",85.0,PERCENTAGE,041518,1.0,1,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17010,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3505935/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-02-06 10:44:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",82.4,PERCENTAGE,041518,1.0,2,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17011,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3505935/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-02-06 10:44:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",82.4,PERCENTAGE,041518,1.0,2,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17052,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3508882/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-03-13 09:44:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",81.3,PERCENTAGE,041518,1.0,3,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17053,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3508882/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-03-13 09:44:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",81.3,PERCENTAGE,041518,1.0,3,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17076,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3510889/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-04-05 10:55:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",85.6,PERCENTAGE,041518,1.0,4,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17077,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3510889/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-04-05 10:55:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",85.6,PERCENTAGE,041518,1.0,4,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17100,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3513017/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-05-03 10:46:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",86.4,PERCENTAGE,041518,1.0,5,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17101,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3513017/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-05-03 10:46:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",86.4,PERCENTAGE,041518,1.0,5,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17142,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3516661/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-06-11 09:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",94.1,PERCENTAGE,041518,1.0,6,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17143,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3516661/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-06-11 09:58:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",94.1,PERCENTAGE,041518,1.0,6,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17184,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3522808/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-07-31 12:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",102.3,PERCENTAGE,041518,1.0,7,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17185,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3522808/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-07-31 12:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",102.3,PERCENTAGE,041518,1.0,7,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17226,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3523382/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-08-07 09:55:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.8,PERCENTAGE,041518,1.0,8,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17227,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3523382/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-08-07 09:55:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.8,PERCENTAGE,041518,1.0,8,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17268,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3532273/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-10-30 11:13:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",87.7,PERCENTAGE,041518,1.0,10,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17269,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3532273/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-10-30 11:13:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",87.7,PERCENTAGE,041518,1.0,10,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17310,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3533081/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-11-13 11:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",87.0,PERCENTAGE,041518,1.0,11,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17311,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3533081/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-11-13 11:32:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",87.0,PERCENTAGE,041518,1.0,11,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17352,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3535337/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-12-05 12:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",83.8,PERCENTAGE,041518,1.0,12,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17353,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3535337/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-12-05 12:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",83.8,PERCENTAGE,041518,1.0,12,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17394,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3535772/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-12-12 10:56:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",86.1,PERCENTAGE,041518,1.0,12,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17395,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450165/sample/3535772/observation/9901,SW-50450165,PURBECK FISHERIES EARTHPONDS 2,-2.1653,50.6962,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-12-12 10:56:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",86.1,PERCENTAGE,041518,1.0,12,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17436,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3504916/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-01-24 11:28:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.7,PERCENTAGE,041518,1.0,1,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17437,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3504916/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-01-24 11:28:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.7,PERCENTAGE,041518,1.0,1,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17478,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3505912/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-02-06 10:49:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",93.1,PERCENTAGE,041518,1.0,2,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17479,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3505912/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-02-06 10:49:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",93.1,PERCENTAGE,041518,1.0,2,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17520,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3508969/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-03-13 09:50:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.7,PERCENTAGE,041518,1.0,3,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17521,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3508969/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-03-13 09:50:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",91.7,PERCENTAGE,041518,1.0,3,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17544,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3510881/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-04-05 11:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",92.2,PERCENTAGE,041518,1.0,4,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17545,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3510881/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-04-05 11:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",92.2,PERCENTAGE,041518,1.0,4,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17568,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3513046/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-05-03 10:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",96.3,PERCENTAGE,041518,1.0,5,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17569,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3513046/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-05-03 10:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",96.3,PERCENTAGE,041518,1.0,5,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17610,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3516651/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-06-11 09:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",92.9,PERCENTAGE,041518,1.0,6,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17611,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3516651/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-06-11 09:59:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",92.9,PERCENTAGE,041518,1.0,6,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17652,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3522804/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-07-31 13:04:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",93.2,PERCENTAGE,041518,1.0,7,50,50,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,1,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
17653,https://environment.data.gov.uk/water-quality/sampling-point/SW-50450167/sample/3522804/observation/9901,SW-50450167,PURBECK FISHERIES RACEWAY 1,-2.1653,50.6966,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,2024-07-31 13:04:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,9901,"Oxygen, Dissolved, % Saturation",93.2,PERCENTAGE,041518,1.0,7,106,106,1,"Oxygen, Dissolved, % Saturation",9901,SW,1,ABSOLUTE,1,12,2,041518,EA South West Region,PERCENTAGE,1,MINIMUM VALUE,60.0,PASS
