,id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,MONTH,Unnamed: 0,row_id,n,DETE,DETE_CODE,EA_REGION,EFFLUENT_NUMBER,METHOD,MONTH_FROM,MONTH_TO,OUTLET_NUMBER,PERMIT_REF,REGION,UNITS,VERSION,RULE_TYPE,RULE_VALUE,status
16139,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3522166/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-07-23 11:42:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.6,PH UNITS,043235,2.0,7,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16140,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3522166/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-07-23 11:42:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.6,PH UNITS,043235,2.0,7,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16143,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3522166/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-07-23 11:42:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.8,MILLIGRAM PER LITRE,043235,2.0,7,60,60,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
16144,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3522166/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-07-23 11:42:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.8,MILLIGRAM PER LITRE,043235,2.0,7,153,153,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
16155,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3523372/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 10:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.31,PH UNITS,043235,2.0,8,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16156,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3523372/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 10:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.31,PH UNITS,043235,2.0,8,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16157,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3523372/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 10:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.31,PH UNITS,043235,2.0,8,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16158,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3523372/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 10:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.31,PH UNITS,043235,2.0,8,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16173,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3530354/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 09:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,10,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16174,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3530354/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 09:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,10,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16175,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3530354/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 09:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,10,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16176,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3530354/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 09:52:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,043235,2.0,10,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16191,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.38,PH UNITS,043235,2.0,11,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16192,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.38,PH UNITS,043235,2.0,11,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16193,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.38,PH UNITS,043235,2.0,11,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16194,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.38,PH UNITS,043235,2.0,11,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16197,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.0,MILLIGRAM PER LITRE,043235,2.0,11,60,60,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
16198,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3533154/observation/0135,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-11-15 12:01:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.0,MILLIGRAM PER LITRE,043235,2.0,11,153,153,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
16209,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3535627/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-12-10 10:08:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.28,PH UNITS,043235,2.0,12,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16210,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3535627/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-12-10 10:08:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.28,PH UNITS,043235,2.0,12,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16211,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3535627/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-12-10 10:08:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.28,PH UNITS,043235,2.0,12,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16212,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440129/sample/3535627/observation/0061,SW-50440129,DODDINGS FARM WATERCRESS B2 BERE REGIS,-2.2114,50.7436,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-12-10 10:08:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.28,PH UNITS,043235,2.0,12,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16227,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3510709/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-04-03 10:11:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.97,PH UNITS,043235,2.0,4,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16228,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3510709/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-04-03 10:11:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.97,PH UNITS,043235,2.0,4,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16229,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3510709/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-04-03 10:11:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.97,PH UNITS,043235,2.0,4,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16230,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3510709/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-04-03 10:11:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,7.97,PH UNITS,043235,2.0,4,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16239,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3522176/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-07-23 11:23:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.12,PH UNITS,043235,2.0,7,31,31,1,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16240,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3522176/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-07-23 11:23:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.12,PH UNITS,043235,2.0,7,151,151,1,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16241,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3522176/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-07-23 11:23:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.12,PH UNITS,043235,2.0,7,191,31,2,pH,61,SW,1,ABSOLUTE,1,12,2,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16242,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440130/sample/3522176/observation/0061,SW-50440130,BERE STREAM D/S SOUTHBROOK CRESS SETTLEMENT,-2.2119,50.7438,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2024-07-23 11:23:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,61,pH,8.12,PH UNITS,043235,2.0,7,311,151,2,pH,61,SW,1,ABSOLUTE,1,12,1,043235,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16251,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3510883/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-04-05 14:28:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.89,PH UNITS,043233,2.0,4,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16252,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3510883/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-04-05 14:28:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.89,PH UNITS,043233,2.0,4,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16257,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3523373/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 11:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.66,PH UNITS,043233,2.0,8,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16258,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3523373/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 11:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.66,PH UNITS,043233,2.0,8,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16260,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3523373/observation/0135,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 11:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",6.6,MILLIGRAM PER LITRE,043233,2.0,8,79,79,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,MILLIGRAM PER LITRE,2,MAXIMUM VALUE,20.0,PASS
16263,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3523373/observation/6455,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-08-07 11:54:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,5.1,MICROGRAM PER LITRE,043233,2.0,8,30,30,1,Zinc,6455,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,MICROGRAM PER LITRE,2,MAXIMUM VALUE,75.0,PASS
16266,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3529829/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-09-30 11:14:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.74,PH UNITS,043233,2.0,9,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16267,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3529829/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-09-30 11:14:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.74,PH UNITS,043233,2.0,9,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16275,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3530370/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 10:53:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,043233,2.0,10,150,150,1,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MAXIMUM VALUE,9.0,PASS
16276,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440170/sample/3530370/observation/0061,SW-50440170,ROKE CRESS NORTH HOLLYBUSH BERE REGIS,-2.2322,50.7613,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2024-10-09 10:53:00,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,043233,2.0,10,310,150,2,pH,61,SW,1,ABSOLUTE,1,12,1,043233,EA South West Region,PH UNITS,2,MINIMUM VALUE,6.0,PASS
16309,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440194/sample/3509295/observation/0135,SW-50440194,MILBORNE ST ANDREW STW FE BERE STREAM,-2.2802,50.7694,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2024-02-02 10:38:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",6.0,MILLIGRAM PER LITRE,042116,4.0,2,128,128,1,"Solids, Suspended at 105 C",135,SW,3,ABSOLUTE,1,12,1,042116,EA South West Region,MILLIGRAM PER LITRE,4,MAXIMUM VALUE,100.0,PASS
16333,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440194/sample/3509545/observation/0135,SW-50440194,MILBORNE ST ANDREW STW FE BERE STREAM,-2.2802,50.7694,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2024-02-26 10:00:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",6.0,MILLIGRAM PER LITRE,042116,4.0,2,128,128,1,"Solids, Suspended at 105 C",135,SW,3,ABSOLUTE,1,12,1,042116,EA South West Region,MILLIGRAM PER LITRE,4,MAXIMUM VALUE,100.0,PASS
16357,https://environment.data.gov.uk/water-quality/sampling-point/SW-50440194/sample/3511763/observation/0135,SW-50440194,MILBORNE ST ANDREW STW FE BERE STREAM,-2.2802,50.7694,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2024-03-20 08:55:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",5.0,MILLIGRAM PER LITRE,042116,4.0,3,128,128,1,"Solids, Suspended at 105 C",135,SW,3,ABSOLUTE,1,12,1,042116,EA South West Region,MILLIGRAM PER LITRE,4,MAXIMUM VALUE,100.0,PASS
