COMPANY_NAME,DISCHARGE_SITE_NAME,DISCHARGE_SITE_TYPE_CODE,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,ADD_OF_DISCHARGE_SITE_LINE_2,ADD_OF_DISCHARGE_SITE_LINE_3,ADD_OF_DISCHARGE_SITE_LINE_4,ADD_OF_DISCHARGE_SITE_PCODE,DISTRICT_COUNCIL,DISCHARGE_NGR,CATC_NAME,CATCHMENT_CODE,EA_REGION,SOURCE,PERMIT_NUMBER,PERMIT_VERSION,RECEIVING_WATER,RECEIVING_ENVIRON_TYPE_CODE,REC_ENV_CODE_DESCRIPTION,ISSUED_DATE,EFFECTIVE_DATE,REVOCATION_DATE,STATUS_OF_PERMIT,STATUS_DESCRIPTION,OUTLET_NUMBER,OUTLET_TYPE_CODE,OUTLET_TYPE_DESCRIPTION,OUTLET_GRID_REF,EFFLUENT_NUMBER,EFFLUENT_TYPE,EFF_TYPE_DESCRIPTION,EFFLUENT_GRID_REF,DISCHARGE_EASTING,DISCHARGE_NORTHING,permit_pair
YORKSHIRE WATER SERVICES LIMITED,FEARBY STW,A2,WwTW/Sewage Treatment Works (water company),FEARBY,MASHAM,,NORTH YORKSHIRE,,NORTH YORKSHIRE UA,SE1950081100,URE AND TRIBS,27B120,NE,EA North East Region,S/RD/260,1,RIVER BURN,1.0,Freshwater river,05/30/63 00:00:00,05/30/63 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,S,Sewage - water company,SE1950081100,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE1950081100,419500,481100,"('S/RD/260', 1)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005182,2,CARLTON BECK,1.0,Freshwater river,02/25/09 00:00:00,02/25/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,T,Trade,SE2334941405,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2334941405,423190,440700,"('NPSWQD005182', 2)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005184,3,SCOTLAND BECK,1.0,Freshwater river,04/30/09 00:00:00,05/05/10 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,T,Trade,SE2325840131,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2325840131,423190,440700,"('NPSWQD005184', 3)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005185,1,YEADON TARN,1.0,Freshwater river,12/05/08 00:00:00,12/05/08 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,SE2168841441,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2195741296,423190,440700,"('NPSWQD005185', 1)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,,,NE,EA North East Region,NPSWQD005183,3,CARLTON BECK,1.0,Freshwater river,08/17/17 00:00:00,08/17/17 00:00:00,,E7,VARIED UNDER EPR 2010,1,T,Trade,SE2334941405,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2329541439,423190,440700,"('NPSWQD005183', 3)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005184,3,SCOTLAND BECK,1.0,Freshwater river,04/30/09 00:00:00,05/05/10 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,T,Trade,SE2323640086,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2323640086,423190,440700,"('NPSWQD005184', 3)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005179,4,CARLTON BECK,1.0,Freshwater river,05/05/10 00:00:00,05/05/10 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),3,T,Trade,SE2190042000,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2190042000,423190,440700,"('NPSWQD005179', 4)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005179,4,CARLTON BECK,1.0,Freshwater river,05/05/10 00:00:00,05/05/10 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,T,Trade,SE2199842009,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2199842009,423190,440700,"('NPSWQD005179', 4)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005180,1,CARLTON BECK,1.0,Freshwater river,12/05/08 00:00:00,12/05/08 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,SE2228441862,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2227141758,423190,440700,"('NPSWQD005180', 1)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005181,2,CARLTON BECK,1.0,Freshwater river,02/25/09 00:00:00,02/25/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,T,Trade,SE2262041730,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2262041730,423190,440700,"('NPSWQD005181', 2)"
LEEDS BRADFORD AIRPORT LIMITED,LEEDS BRADFORD AIRPORT LIMITED,51,Air Transport/Airport,YEADON,LEEDS,,WEST YORKSHIRE,LS19 7TU,LEEDS,SE2319040700,AIRE AND TRIBS,27H120,NE,EA North East Region,NPSWQD005179,4,CARLTON BECK,1.0,Freshwater river,05/05/10 00:00:00,05/05/10 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,T,Trade,SE2198942007,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE2198942007,423190,440700,"('NPSWQD005179', 4)"
GRANTLEY HALL LIMITED,GRANTLEY HALL,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,GRANTLEY,RIPON,,NORTH YORKSHIRE,HG4 3ET,NORTH YORKSHIRE UA,SE2417169399,,,NE,EA North East Region,EPRLB3599WQ,1,GW VIA REINJECTION BOREHOLE,5.0,Into groundwater via borehole,07/02/19 00:00:00,07/02/19 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,T,Trade,SE2452469293,1,TB,TRADE DISCHARGES - COOLING WATER,SE2452469293,424171,469399,"('EPRLB3599WQ', 1)"
GRANTLEY HALL LIMITED,GRANTLEY HALL,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,GRANTLEY,RIPON,,NORTH YORKSHIRE,HG4 3ET,NORTH YORKSHIRE UA,SE2417169399,,,NE,EA North East Region,EPRGB3798RE,1,A TRIBUTARY OF THE RIVER SKELL,1.0,Freshwater river,12/06/17 00:00:00,12/06/17 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,2,U,Sewage - not water company,SE2416269416,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE2415769433,424171,469399,"('EPRGB3798RE', 1)"
GRANTLEY HALL LIMITED,GRANTLEY HALL,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,GRANTLEY,RIPON,,NORTH YORKSHIRE,HG4 3ET,NORTH YORKSHIRE UA,SE2417169399,,,NE,EA North East Region,EPRGB3798RE,1,A TRIBUTARY OF THE RIVER SKELL,1.0,Freshwater river,12/06/17 00:00:00,12/06/17 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,SE2418669406,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE2418669401,424171,469399,"('EPRGB3798RE', 1)"
CANNON HALL FARM LTD,CANNON HALL FARM,A0,Domestic property (single) (incl farm house),CANNON HALL,CAWTHORNE,BARNSLEY,,,BARNSLEY,SE2720008500,DON AND TRIBS,27J120,NE,EA North East Region,C5382,2,LAND ADJACENT TO THE DWELLING,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B5,TRANSFERRED FROM COPA 1974,01,U,Sewage - not water company,SE2720008500,01,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE2720008500,427200,408500,"('C5382', 2)"
CANNON HALL FARM LTD,CANNON HALL FARM,A0,Domestic property (single) (incl farm house),CANNON HALL,CAWTHORNE,BARNSLEY,,,BARNSLEY,SE2720008500,DON AND TRIBS,27J120,NE,EA North East Region,WRA8368,1,CAWTHORNE DYKE,1.0,Freshwater river,09/29/04 00:00:00,09/29/04 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,U,Sewage - not water company,SE2797008230,01,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE2733008480,427200,408500,"('WRA8368', 1)"
YORKSHIRE WATER SERVICES LIMITED,INNFOLD FARM 3 NO 2 CSO,A3,Storm Tank/CSO on Sewerage Network (water company),RO 32 HUDDERSFIELD ROAD,WEST BRETTON,WAKEFIELD,WEST YORKSHIRE,WF4 4JY,WAKEFIELD,SE2889513653,DON AND TRIBS,27J120,NE,EA North East Region,EPREP3224XJ,2,BRETTON BROOK,1.0,Freshwater river,10/26/17 00:00:00,10/26/17 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE2890213651,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE2889513659,428895,413653,"('EPREP3224XJ', 2)"
YORKSHIRE WATER SERVICES LIMITED,INNFOLD FARM 3 NO 2 CSO,A3,Storm Tank/CSO on Sewerage Network (water company),RO 32 HUDDERSFIELD ROAD,WEST BRETTON,WAKEFIELD,WEST YORKSHIRE,WF4 4JY,WAKEFIELD,SE2889513653,DON AND TRIBS,27J120,NE,EA North East Region,YWUCD2/119,1,BRETTON BROOK,1.0,Freshwater river,11/12/97 00:00:00,11/12/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,S,Sewage - water company,SE2889513653,01,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE2889513653,428895,413653,"('YWUCD2/119', 1)"
YORKSHIRE WATER SERVICES LIMITED,CRANE MOOR STW,A2,WwTW/Sewage Treatment Works (water company),DANCE LANE,CRANE MOOR DIKE,SHEFFIELD,SOUTH YORKSHIRE,,BARNSLEY,SE3087001470,DON AND TRIBS,27J120,NE,EA North East Region,557,8,CRANE MOOR DIKE,1.0,Freshwater river,12/23/25 00:00:00,12/23/25 00:00:00,12/31/26 00:00:00,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,SE3083301448,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE3083301448,430870,401470,"('557', 8)"
YORKSHIRE WATER SERVICES LIMITED,CRANE MOOR STW,A2,WwTW/Sewage Treatment Works (water company),DANCE LANE,CRANE MOOR DIKE,SHEFFIELD,SOUTH YORKSHIRE,,BARNSLEY,SE3087001470,DON AND TRIBS,27J120,NE,EA North East Region,557,9,CRANE MOOR DIKE,1.0,Freshwater river,12/23/25 00:00:00,01/01/26 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,SE3083301448,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE3083301448,430870,401470,"('557', 9)"
YORKSHIRE WATER SERVICES LIMITED,CRANE MOOR STW,A2,WwTW/Sewage Treatment Works (water company),DANCE LANE,CRANE MOOR DIKE,SHEFFIELD,SOUTH YORKSHIRE,,BARNSLEY,SE3087001470,DON AND TRIBS,27J120,NE,EA North East Region,557,9,CRANE MOOR DIKE,1.0,Freshwater river,12/23/25 00:00:00,01/01/26 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,S,Sewage - water company,SE3087801471,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE3087501474,430870,401470,"('557', 9)"
YORKSHIRE WATER SERVICES LIMITED,CRANE MOOR STW,A2,WwTW/Sewage Treatment Works (water company),DANCE LANE,CRANE MOOR DIKE,SHEFFIELD,SOUTH YORKSHIRE,,BARNSLEY,SE3087001470,DON AND TRIBS,27J120,NE,EA North East Region,557,8,CRANE MOOR DIKE,1.0,Freshwater river,12/23/25 00:00:00,12/23/25 00:00:00,12/31/26 00:00:00,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,S,Sewage - water company,SE3087801471,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE3087501474,430870,401470,"('557', 8)"
YORKSHIRE WATER SERVICES LIMITED,REGENT STREET BARNSLEY CSO,A3,Storm Tank/CSO on Sewerage Network (water company),REGENT STREET (OPP P/H),BARNSLEY,,SOUTH YORKSHIRE,S70 1SE,BARNSLEY,SE3463606556,DON AND TRIBS,27J120,NE,EA North East Region,YWUCD2/4,1,TRIB OF RIVER DEARNE,1.0,Freshwater river,11/12/97 00:00:00,11/12/97 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,S,Sewage - water company,SE3483206906,01,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE3483206906,434636,406556,"('YWUCD2/4', 1)"
YORKSHIRE WATER SERVICES LIMITED,REGENT STREET BARNSLEY CSO,A3,Storm Tank/CSO on Sewerage Network (water company),REGENT STREET (OPP P/H),BARNSLEY,,SOUTH YORKSHIRE,S70 1SE,BARNSLEY,SE3463606556,,,NE,EA North East Region,EPRBB3148KH,1,TRIBUTARY OF RIVER DEARNE,1.0,Freshwater river,01/22/26 00:00:00,01/22/26 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,S,Sewage - water company,SE3483206906,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE3463706557,434636,406556,"('EPRBB3148KH', 1)"
BRITISH WATERWAYS BOARD,BRITISH WATERWAYS BOARD,ZZ,Undefined or Other,FISHPOND LOCKHOUSE,ROTHWELL,WEST YORKSHIRE,,,LEEDS,SE3540030000,AIRE AND CALDER NAV,50L100,NE,EA North East Region,1179,1,AIRE AND CALDER NAVIGATION,6.0,Canal,07/27/60 00:00:00,07/27/60 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,01,U,Sewage - not water company,SE3540030000,01,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE3540030000,435400,430000,"('1179', 1)"
BRITISH WATERWAYS BOARD,BRITISH WATERWAYS BOARD,ZZ,Undefined or Other,FISHPOND LOCKHOUSE,ROTHWELL,WEST YORKSHIRE,,,LEEDS,SE3540030000,AIRE AND CALDER NAV,50L100,NE,EA North East Region,2369,1,AIRE AND CALDER NAVIGATION,1.0,Freshwater river,05/15/68 00:00:00,05/15/68 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,U,Sewage - not water company,SE3540030000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE3540030000,435400,430000,"('2369', 1)"
BRITISH WATERWAYS BOARD,BRITISH WATERWAYS BOARD,ZZ,Undefined or Other,LOCK KEEPERS COTTAGE,KINGS ROAD LOCK,ALTOFTS,,,WAKEFIELD,SE3750024500,CALDER AND TRIBS,27I120,NE,EA North East Region,513,1,TRIB OF CALDER,1.0,Freshwater river,03/27/56 00:00:00,03/27/56 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,U,Sewage - not water company,SE3750024500,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE3750024500,437500,424500,"('513', 1)"
BRITISH WATERWAYS BOARD,BRITISH WATERWAYS BOARD,ZZ,Undefined or Other,LOCK KEEPERS COTTAGE,KINGS ROAD LOCK,ALTOFTS,,,WAKEFIELD,SE3750024500,AIRE AND CALDER NAV,50L100,NE,EA North East Region,1309,1,AIRE AND CALDER NAVIGATION,6.0,Canal,05/18/61 00:00:00,05/18/61 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,01,U,Sewage - not water company,SE3750024500,01,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE3750024500,437500,424500,"('1309', 1)"
YORKSHIRE WATER SERVICES LIMITED,NANNY MARR ROAD NO. 2 CSO,A3,Storm Tank/CSO on Sewerage Network (water company),NANNY MARR ROAD ROUNDABOUT,DARFIELD,BARNSLEY,SOUTH YORKSHIRE,S73 9HD,BARNSLEY,SE4162304810,DON AND TRIBS,27J120,NE,EA North East Region,WRA8080,2,TRIB OF RIVER DEARNE,1.0,Freshwater river,03/07/22 00:00:00,03/07/22 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE4179005213,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE4142705101,441623,404810,"('WRA8080', 2)"
YORKSHIRE WATER SERVICES LIMITED,NANNY MARR ROAD NO. 2 CSO,A3,Storm Tank/CSO on Sewerage Network (water company),NANNY MARR ROAD ROUNDABOUT,DARFIELD,BARNSLEY,SOUTH YORKSHIRE,S73 9HD,BARNSLEY,SE4162304810,DON AND TRIBS,27J120,NE,EA North East Region,WRA8081,2,TRIB OF RIVER DEARNE,1.0,Freshwater river,03/07/22 00:00:00,03/07/22 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE4176105178,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE4162204809,441623,404810,"('WRA8081', 2)"
NORMAN O HUGILL,STADDLEBRIDGE FARM,A6,WwTW (not water co) (not STP at a private premises),STADDLEBRIDGE,NORTHALLERTON,,NORTH YORKSHIRE,,NORTH YORKSHIRE UA,SE4430098800,"DERWENT, RYE AND TRIBS",27F120,NE,EA North East Region,1312,1,RIVER WISKE,1.0,Freshwater river,06/20/61 00:00:00,06/20/61 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,SE4430098800,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE4430098800,444300,498800,"('1312', 1)"
NORMAN O HUGILL,STADDLEBRIDGE FARM,A6,WwTW (not water co) (not STP at a private premises),STADDLEBRIDGE,NORTHALLERTON,,NORTH YORKSHIRE,,NORTH YORKSHIRE UA,SE4430098800,SWALE AND TRIBS,27C120,NE,EA North East Region,WRA6592,1,RIVER WISKE,1.0,Freshwater river,01/14/92 00:00:00,01/14/92 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,U,Sewage - not water company,SE4430098800,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE4430098800,444300,498800,"('WRA6592', 1)"
HPREF I KONECT INVESTMENTS S.A.R.L,KELLINGLEY COLLIERY,05,Mining of Coal + Lignite,KELLINGLEY,NR PONTEFRACT,,,,NORTH YORKSHIRE UA,SE5250023700,AIRE AND CALDER NAV,50L100,NE,EA North East Region,3043,2,BEAL DRAIN,1.0,Freshwater river,08/01/94 00:00:00,08/01/94 00:00:00,,R2,"REVISED CONSENT, BY NOTICE (SECTION 37(1))",1,T,Trade,SE5193023510,1,TD,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",SE5193023510,452500,423700,"('3043', 2)"
HPREF I KONECT INVESTMENTS S.A.R.L,KELLINGLEY COLLIERY,05,Mining of Coal + Lignite,KELLINGLEY,NR PONTEFRACT,,,,NORTH YORKSHIRE UA,SE5250023700,AIRE AND TRIBS,27H120,NE,EA North East Region,WRA6671,3,RIVER AIRE,1.0,Freshwater river,06/01/94 00:00:00,06/01/94 00:00:00,,N1,"NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)",1,T,Trade,SE5250123626,1,MA,MINEWATER,SE5250023700,452500,423700,"('WRA6671', 3)"
YORKSHIRE WATER SERVICES LIMITED,RUFFORTH STW,A2,WwTW/Sewage Treatment Works (water company),TINKER LANE (TRACK OFF),HAREWOOD WHINN,"RUFFORTH, YORK",NORTH YORKSHIRE,YO23 3RR,YORK UA,SE5360052200,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,27/24/0337,4,SMAWITH DIKE,1.0,Freshwater river,09/23/20 00:00:00,09/23/20 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE5368352263,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE5368952262,453600,452200,"('27/24/0337', 4)"
YORKSHIRE WATER SERVICES LIMITED,RUFFORTH STW,A2,WwTW/Sewage Treatment Works (water company),TINKER LANE (TRACK OFF),HAREWOOD WHINN,"RUFFORTH, YORK",NORTH YORKSHIRE,YO23 3RR,YORK UA,SE5360052200,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,S/RD/289,1,RIVER OUSE,1.0,Freshwater river,05/22/63 00:00:00,05/22/63 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,S,Sewage - water company,SE5360052200,1,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,SE5360052200,453600,452200,"('S/RD/289', 1)"
YORKSHIRE WATER SERVICES LIMITED,RUFFORTH STW,A2,WwTW/Sewage Treatment Works (water company),TINKER LANE (TRACK OFF),HAREWOOD WHINN,"RUFFORTH, YORK",NORTH YORKSHIRE,YO23 3RR,YORK UA,SE5360052200,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,27/24/0337,4,SMAWITH DIKE,1.0,Freshwater river,09/23/20 00:00:00,09/23/20 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE5368352263,3,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE5371652220,453600,452200,"('27/24/0337', 4)"
YORKSHIRE WATER SERVICES LIMITED,RUFFORTH STW,A2,WwTW/Sewage Treatment Works (water company),TINKER LANE (TRACK OFF),HAREWOOD WHINN,"RUFFORTH, YORK",NORTH YORKSHIRE,YO23 3RR,YORK UA,SE5360052200,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,27/24/0337,4,SMAWITH DIKE,1.0,Freshwater river,09/23/20 00:00:00,09/23/20 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE5368352263,2,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE5371652220,453600,452200,"('27/24/0337', 4)"
MISS ANNA JAQUES,FOUR ACRES,A1,Domestic property (multiple) (incl farm houses),BELL LANE,CAWOOD,SELBY,NORTH YORKSHIRE,YO8 3UD,NORTH YORKSHIRE UA,SE5675436630,,,NE,EA North East Region,EPRTB3294EY,1,TRIB OF BISHOP DIKE,1.0,Freshwater river,06/10/21 00:00:00,06/10/21 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,SE5662036682,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE5662036682,456754,436630,"('EPRTB3294EY', 1)"
BRENDA IENNACO,FOUR ACRES,A1,Domestic property (multiple) (incl farm houses),BELL LANE,CAWOOD,SELBY,NORTH YORKSHIRE,YO8 3UD,NORTH YORKSHIRE UA,SE5675436630,HUMBER AND OUSE (TIDAL),27N120,NE,EA North East Region,C5672,2,DISCHARGE TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B5,TRANSFERRED FROM COPA 1974,1,U,Sewage - not water company,SE5660036600,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE5660036600,456754,436630,"('C5672', 2)"
YORKSHIRE WATER SERVICES LIMITED,JUBILEE TERRACE CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JUBILEE TERRACE,.,YORK,YORKSHIRE,,YORK UA,SE5890052500,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,C4958,2,RIVER OUSE,1.0,Freshwater river,12/15/16 00:00:00,12/14/16 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE5899052540,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE5891452387,458900,452500,"('C4958', 2)"
YORKSHIRE WATER SERVICES LIMITED,JUBILEE TERRACE CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JUBILEE TERRACE,.,YORK,YORKSHIRE,,YORK UA,SE5890052500,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,2908,2,RIVER OUSE,1.0,Freshwater river,03/24/17 00:00:00,03/24/17 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE5970452016,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE5964251918,458900,452500,"('2908', 2)"
