COMPANY_NAME,DISCHARGE_SITE_NAME,DISCHARGE_SITE_TYPE_CODE,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,ADD_OF_DISCHARGE_SITE_LINE_2,ADD_OF_DISCHARGE_SITE_LINE_3,ADD_OF_DISCHARGE_SITE_LINE_4,ADD_OF_DISCHARGE_SITE_PCODE,DISTRICT_COUNCIL,DISCHARGE_NGR,CATC_NAME,CATCHMENT_CODE,EA_REGION,SOURCE,PERMIT_NUMBER,PERMIT_VERSION,RECEIVING_WATER,RECEIVING_ENVIRON_TYPE_CODE,REC_ENV_CODE_DESCRIPTION,ISSUED_DATE,EFFECTIVE_DATE,REVOCATION_DATE,STATUS_OF_PERMIT,STATUS_DESCRIPTION,OUTLET_NUMBER,OUTLET_TYPE_CODE,OUTLET_TYPE_DESCRIPTION,OUTLET_GRID_REF,EFFLUENT_NUMBER,EFFLUENT_TYPE,EFF_TYPE_DESCRIPTION,EFFLUENT_GRID_REF,DISCHARGE_EASTING,DISCHARGE_NORTHING,permit_pair
YORKSHIRE WATER SERVICES LIMITED,HEMINGBROUGH NO. 2 STW,A2,WwTW/Sewage Treatment Works (water company),LANDING LANE (TRACK OFF),HEMINGBROUGH,SELBY,NORTH YORKSHIRE,YO8 6RA,NORTH YORKSHIRE UA,SE6695430040,HUMBER AND OUSE (TIDAL),27N120,NE,EA North East Region,27/24/0168,8,RIVER OUSE (TIDAL),1.0,Freshwater river,02/10/23 00:00:00,02/10/23 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE6689730041,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE6705030127,466954,430040,"('27/24/0168', 8)"
YORKSHIRE WATER SERVICES LIMITED,HEMINGBROUGH NO. 2 STW,A2,WwTW/Sewage Treatment Works (water company),LANDING LANE (TRACK OFF),HEMINGBROUGH,SELBY,NORTH YORKSHIRE,YO8 6RA,NORTH YORKSHIRE UA,SE6695430040,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,1232,1,OLD COURSE OF RIVER OUSE,1.0,Freshwater river,10/20/60 00:00:00,10/20/60 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,S,Sewage - water company,SE6700030000,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE6700030000,466954,430040,"('1232', 1)"
YORKSHIRE WATER SERVICES LIMITED,HEMINGBROUGH NO. 2 STW,A2,WwTW/Sewage Treatment Works (water company),LANDING LANE (TRACK OFF),HEMINGBROUGH,SELBY,NORTH YORKSHIRE,YO8 6RA,NORTH YORKSHIRE UA,SE6695430040,HUMBER AND OUSE (TIDAL),27N120,NE,EA North East Region,27/24/0168,8,RIVER OUSE (TIDAL),1.0,Freshwater river,02/10/23 00:00:00,02/10/23 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE6689730041,2,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE6695430040,466954,430040,"('27/24/0168', 8)"
THE ENVIRONMENT AGENCY,THORNE DEPOT,ZZ,Undefined or Other,SELBY ROAD,THORNE,DONCASTER,SOUTH YORKSHIRE,DN8 4JD,DONCASTER,SE6748814474,DON AND TRIBS,27J120,NE,EA North East Region,WRA8033A,1,RIVER DON,1.0,Freshwater river,07/30/03 00:00:00,07/30/03 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,SE6743014430,1,TC,TRADE DISCHARGES - SITE DRAINAGE,SE6743014430,467488,414474,"('WRA8033A', 1)"
THE ENVIRONMENT AGENCY,THORNE DEPOT,ZZ,Undefined or Other,SELBY ROAD,THORNE,DONCASTER,SOUTH YORKSHIRE,DN8 4JD,DONCASTER,SE6748814474,DON AND TRIBS,27J120,NE,EA North East Region,WRA8033B,1,RIVER DON,1.0,Freshwater river,07/30/03 00:00:00,07/30/03 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,SE6746014550,1,TC,TRADE DISCHARGES - SITE DRAINAGE,SE6746014550,467488,414474,"('WRA8033B', 1)"
YORKSHIRE WATER SERVICES LIMITED,NEW COTTAGES,A2,WwTW/Sewage Treatment Works (water company),RAWCLIFFE BRIDGE,RAWCLIFFE,BOOTHFERRY,EAST RIDING OF YORKSHIRE,,E. RIDING OF YORKS U,SE7020020900,HUMBER AND OUSE (TIDAL),27N120,NE,EA North East Region,WA5898,1,THORNTREE DRAIN,1.0,Freshwater river,01/12/90 00:00:00,01/12/90 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,01,S,Sewage - water company,SE7020020900,01,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE7020020900,470200,420900,"('WA5898', 1)"
YORKSHIRE WATER SERVICES LIMITED,NEW COTTAGES,A2,WwTW/Sewage Treatment Works (water company),RAWCLIFFE BRIDGE,RAWCLIFFE,BOOTHFERRY,EAST RIDING OF YORKSHIRE,,E. RIDING OF YORKS U,SE7020020900,HUMBER AND OUSE (TIDAL),27N120,NE,EA North East Region,WA5960,1,CULVERTED THORNTREE DRAIN,1.0,Freshwater river,03/06/90 00:00:00,03/06/90 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,01,S,Sewage - water company,SE7020020900,01,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE7020020900,470200,420900,"('WA5960', 1)"
E B KEALEY,46 BREIGHTON ROAD,A6,WwTW (not water co) (not STP at a private premises),BUBWITH,SELBY,,EAST YORKSHIRE,,E. RIDING OF YORKS U,SE7141036200,"DERWENT, RYE AND TRIBS",27F120,NE,EA North East Region,WA6214,2,DISCHARGE TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE7141036200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7141036200,471410,436200,"('WA6214', 2)"
E B KEALEY,46 BREIGHTON ROAD,A6,WwTW (not water co) (not STP at a private premises),BUBWITH,SELBY,,EAST YORKSHIRE,,E. RIDING OF YORKS U,SE7141036200,"DERWENT, RYE AND TRIBS",27F120,NE,EA North East Region,WA6124,1,DERWENT ?,1.0,Freshwater river,09/30/96 00:00:00,09/30/96 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,SE7141036200,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7141036200,471410,436200,"('WA6124', 1)"
ELIZABETH BREACH,PROPOSED BUNGALOW (NEWSHOLME),A6,WwTW (not water co) (not STP at a private premises),NEWSHOLME,HOWDEN,,EAST YORKSHIRE,,E. RIDING OF YORKS U,SE7200029600,DERWENT AND TRIBS,234010,NE,EA North East Region,WA 5722,2,DISCHARGE TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE7200029600,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7200029600,472000,429600,"('WA 5722', 2)"
ELIZABETH BREACH,PROPOSED BUNGALOW (NEWSHOLME),A6,WwTW (not water co) (not STP at a private premises),NEWSHOLME,HOWDEN,,EAST YORKSHIRE,,E. RIDING OF YORKS U,SE7200029600,DERWENT AND TRIBS,234010,NE,EA North East Region,WA 5724,2,DISCHARGE TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE7200029600,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7200029600,472000,429600,"('WA 5724', 2)"
ELIZABETH BREACH,PROPOSED BUNGALOW (NEWSHOLME),A6,WwTW (not water co) (not STP at a private premises),NEWSHOLME,HOWDEN,,EAST YORKSHIRE,,E. RIDING OF YORKS U,SE7200029600,DERWENT AND TRIBS,234010,NE,EA North East Region,WA 5725,2,DISCHARGE TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE7200029600,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7200029600,472000,429600,"('WA 5725', 2)"
THE BRECKS COMPANY LIMITED,THE BRECKS COMPANY LIMITED,10,Making of Food Products/Dairy,BREIGHTON AIRFIELD,BUBWITH,SELBY,NORTH YORKSHIRE,YO8 7DH,E. RIDING OF YORKS U,SE7265035325,DERWENT AND TRIBS,234010,NE,EA North East Region,EPRBP3026GS,1,GROUNDWATER VIA INFILTRATION,3.0,Into land / infiltration system,06/21/10 00:00:00,06/21/10 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,SE7268335431,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7268335431,472650,435325,"('EPRBP3026GS', 1)"
THE BRECKS COMPANY LIMITED,THE BRECKS COMPANY LIMITED,10,Making of Food Products/Dairy,BREIGHTON AIRFIELD,BUBWITH,SELBY,NORTH YORKSHIRE,YO8 7DH,E. RIDING OF YORKS U,SE7265035325,DERWENT AND TRIBS,234010,NE,EA North East Region,NPSWQD004682,1,SOUTHWOOD DRAIN,1.0,Freshwater river,01/13/09 00:00:00,07/01/12 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,T,Trade,SE7265035555,01,TB,TRADE DISCHARGES - COOLING WATER,SE7265035555,472650,435325,"('NPSWQD004682', 1)"
THE BRECKS COMPANY LIMITED,THE BRECKS COMPANY LIMITED,10,Making of Food Products/Dairy,BREIGHTON AIRFIELD,BUBWITH,SELBY,NORTH YORKSHIRE,YO8 7DH,E. RIDING OF YORKS U,SE7265035325,DERWENT AND TRIBS,234010,NE,EA North East Region,EPRBP3223XW,1,GROUNDWATER VIA INFILT SYSTEM,3.0,Into land / infiltration system,06/25/10 00:00:00,06/25/10 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,SE7262135350,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7262135350,472650,435325,"('EPRBP3223XW', 1)"
FIELD HOUSE,FIELD HOUSE,ZZ,Undefined or Other,GOOLE FIELDS,GOOLE,,EAST YORKS,DN14 8AS,E. RIDING OF YORKS U,SE7657020983,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,S/P/1656,1,TRIB OF OUSE,1.0,Freshwater river,05/20/63 00:00:00,05/20/63 00:00:00,,U1,UNDETERMINED 1961 APPLICATION,1,U,Sewage - not water company,SE7657020983,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7657020983,476570,420983,"('S/P/1656', 1)"
FIELD HOUSE,FIELD HOUSE,ZZ,Undefined or Other,GOOLE FIELDS,GOOLE,,EAST YORKS,DN14 8AS,E. RIDING OF YORKS U,SE7657020983,OUSE (NON TIDAL) AND TRIB,27A120,NE,EA North East Region,S/P/1664,1,TRIB OF OUSE,1.0,Freshwater river,07/29/63 00:00:00,07/29/63 00:00:00,,U1,UNDETERMINED 1961 APPLICATION,1,U,Sewage - not water company,SE7657020983,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE7657020983,476570,420983,"('S/P/1664', 1)"
NORTH LINCS PROPERTY LIMITED,LOW MELWOOD QUARRY,08,Mineral/Gravel Extraction/Quarrying,EPWORTH,OWSTON FERRY,DONCASTER,LINCOLNSHIRE,DN9 1AD,N. LINCOLNSHIRE UA,SE8030001900,SNOW SEWER,T/82,MI,EA Midlands Region,T/82/46205/T,1,UNNAMED TRIB OF RIVER TRENT,1.0,Freshwater river,10/25/05 00:00:00,10/25/05 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,SE8030001900,1,TC,TRADE DISCHARGES - SITE DRAINAGE,SE8030001900,480300,401900,"('T/82/46205/T', 1)"
NORTH LINCS AGGREGATES LIMITED,LOW MELWOOD QUARRY,08,Mineral/Gravel Extraction/Quarrying,EPWORTH,OWSTON FERRY,DONCASTER,LINCOLNSHIRE,DN9 1AD,N. LINCOLNSHIRE UA,SE8030001900,,,MI,EA Midlands Region,EPRFB3498ER,1,TRIBUTARY OF RIVER TRENT,1.0,Freshwater river,01/30/17 00:00:00,01/30/17 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,T,Trade,SE8039201991,1,TC,TRADE DISCHARGES - SITE DRAINAGE,SE8039301995,480300,401900,"('EPRFB3498ER', 1)"
CLARKES COMMON FARM,PROPOSED DWELLING - CLARKES FARM,A6,WwTW (not water co) (not STP at a private premises),CLARKES COMMON FARM,EVERINGHAM,,EAST RIDING OF YORKSHIRE,,E. RIDING OF YORKS U,SE8220044100,DERWENT AND TRIBS,234010,NE,EA North East Region,WA 5714,2,TO LAND,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE8220044100,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE8220044100,482200,444100,"('WA 5714', 2)"
CLARKES COMMON FARM,PROPOSED DWELLING - CLARKES FARM,A6,WwTW (not water co) (not STP at a private premises),CLARKES COMMON FARM,EVERINGHAM,,EAST RIDING OF YORKSHIRE,,E. RIDING OF YORKS U,SE8220044100,R.FOULNESS/EAST BECK,26N150,NE,EA North East Region,WA5989,2,GRDWATERS AT/ADJ PROP DWELLING,3.0,Into land / infiltration system,07/26/12 00:00:00,07/26/12 00:00:00,,B6,TRANSFERRED FROM WATER ACT 1989,1,U,Sewage - not water company,SE8220044100,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE8220044100,482200,444100,"('WA5989', 2)"
CANAL AND RIVER TRUST.,VAZON SWING BRIDGE HOUSE,A6,WwTW (not water co) (not STP at a private premises),KEADBY,LINCOLNSHIRE,,,,N. LINCOLNSHIRE UA,SE8250011400,RIVER TORNE,T/83,MI,EA Midlands Region,T749,1,KEADBY CANAL,6.0,Canal,10/12/60 00:00:00,10/12/60 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,SE8250011400,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE8250011400,482500,411400,"('T749', 1)"
CANAL AND RIVER TRUST.,VAZON SWING BRIDGE HOUSE,A6,WwTW (not water co) (not STP at a private premises),KEADBY,LINCOLNSHIRE,,,,N. LINCOLNSHIRE UA,SE8250011400,RIVER TORNE,T/83,MI,EA Midlands Region,T/83/00749/S,1,STAINFORTH/KEADBY CANAL,6.0,Canal,07/04/60 00:00:00,07/04/60 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,U,Sewage - not water company,SE8250011400,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE8250011400,482500,411400,"('T/83/00749/S', 1)"
SEVERN TRENT WATER LIMITED,YADDLETHORPE STW,A2,WwTW/Sewage Treatment Works (water company),NORTH MOOR LANE,SCUNTHORPE,.,NORTH LINCOLNSHIRE,DN17 2BU,N. LINCOLNSHIRE UA,SE8745005990,,,MI,EA Midlands Region,EPRGB3645KR,1,RIVER TRENT,1.0,Freshwater river,12/04/24 00:00:00,12/04/24 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,S,Sewage - water company,SE8377405932,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE8713105914,487450,405990,"('EPRGB3645KR', 1)"
SEVERN TRENT WATER LIMITED,YADDLETHORPE STW,A2,WwTW/Sewage Treatment Works (water company),NORTH MOOR LANE,SCUNTHORPE,.,NORTH LINCOLNSHIRE,DN17 2BU,N. LINCOLNSHIRE UA,SE8745005990,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/46406/R,4,BOTTESFORD BECK,1.0,Freshwater river,12/06/21 00:00:00,12/06/21 00:00:00,,E7,VARIED UNDER EPR 2010,4,S,Sewage - water company,SE8745005990,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE8714005980,487450,405990,"('T/81/46406/R', 4)"
SEVERN TRENT WATER LIMITED,YADDLETHORPE STW,A2,WwTW/Sewage Treatment Works (water company),NORTH MOOR LANE,SCUNTHORPE,.,NORTH LINCOLNSHIRE,DN17 2BU,N. LINCOLNSHIRE UA,SE8745005990,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/46406/R,4,BOTTESFORD BECK,1.0,Freshwater river,12/06/21 00:00:00,12/06/21 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE8713105968,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE8713305913,487450,405990,"('T/81/46406/R', 4)"
SEVERN TRENT WATER LIMITED,YADDLETHORPE STW,A2,WwTW/Sewage Treatment Works (water company),NORTH MOOR LANE,SCUNTHORPE,.,NORTH LINCOLNSHIRE,DN17 2BU,N. LINCOLNSHIRE UA,SE8745005990,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/46406/R,4,BOTTESFORD BECK,1.0,Freshwater river,12/06/21 00:00:00,12/06/21 00:00:00,,E7,VARIED UNDER EPR 2010,2,S,Sewage - water company,SE8733305978,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE8733305978,487450,405990,"('T/81/46406/R', 4)"
ANGLIAN WATER SERVICES LIMITED,NORMANBY PARK PUMPING STATION,A4,Pumping Station on Sewerage Network (water company),MAIN STREET,NORMANBY,,LINCOLNSHIRE,DN15 9HY,N. LINCOLNSHIRE UA,SE8835716774,WINTERTON BECK (WINTERING,29/006,AN,EA Anglian Region,PR3NFF725,1,Unknown Trib.,1.0,Freshwater river,07/25/68 00:00:00,07/25/68 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,S,Sewage - water company,SE8835716774,1,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,SE8835716774,488357,416774,"('PR3NFF725', 1)"
ANGLIAN WATER SERVICES LIMITED,NORMANBY PARK PUMPING STATION,A4,Pumping Station on Sewerage Network (water company),MAIN STREET,NORMANBY,,LINCOLNSHIRE,DN15 9HY,N. LINCOLNSHIRE UA,SE8835716774,WINTERTON BECK (WINTERING,29/006,AN,EA Anglian Region,ANNNF13442,2,UNNAMED DRAIN,1.0,Freshwater river,02/13/19 00:00:00,03/31/19 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE8845016910,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE8845016910,488357,416774,"('ANNNF13442', 2)"
ANGLIAN WATER SERVICES LIMITED,NORMANBY PARK PUMPING STATION,A4,Pumping Station on Sewerage Network (water company),MAIN STREET,NORMANBY,,LINCOLNSHIRE,DN15 9HY,N. LINCOLNSHIRE UA,SE8835716774,WINTERTON BECK (WINTERING,29/006,AN,EA Anglian Region,ANNNF13442,2,UNNAMED DRAIN,1.0,Freshwater river,02/13/19 00:00:00,03/31/19 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE8845016910,2,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,SE8845016910,488357,416774,"('ANNNF13442', 2)"
ANGLIAN WATER SERVICES LIMITED,THEALBY STW,A2,WwTW/Sewage Treatment Works (water company),BURTON ROAD,THEALBY,SCUNTHORPE,,DN15 9AB,N. LINCOLNSHIRE UA,SE8950018200,WINTERTON BECK (WINTERING,29/006,AN,EA Anglian Region,AW3NFF383,3,Winterton Beck Halton Dr River,1.0,Freshwater river,12/14/84 00:00:00,12/14/84 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,S,Sewage - water company,SE8950018200,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,SE8950018200,489500,418200,"('AW3NFF383', 3)"
ANGLIAN WATER SERVICES LIMITED,THEALBY STW,A2,WwTW/Sewage Treatment Works (water company),BURTON ROAD,THEALBY,SCUNTHORPE,,DN15 9AB,N. LINCOLNSHIRE UA,SE8950018200,WINTERTON BECK (WINTERING,29/006,AN,EA Anglian Region,AW3NF383,1,Unknown Trib.,1.0,Freshwater river,06/21/63 00:00:00,06/21/63 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,S,Sewage - water company,SE8950018200,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,SE8950018200,489500,418200,"('AW3NF383', 1)"
LKAB MINERALS LIMITED,CIVIL AND MARINE LIMITED,24,Making of Basic Metals/Iron+Steel/Foundry/Casting,BRIGG ROAD,SCUNTHORPE,NORTH LINCOLNSHIRE,ENGLAND,,N. LINCOLNSHIRE UA,SE9173009200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/45450/SG,2,LAND (SOAKAWAY),3.0,Into land / infiltration system,12/14/11 00:00:00,12/14/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,SE9163009140,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE9163009140,491730,409200,"('T/81/45450/SG', 2)"
MR NIGEL UNDERWOOD,CIVIL AND MARINE LIMITED,24,Making of Basic Metals/Iron+Steel/Foundry/Casting,BRIGG ROAD,SCUNTHORPE,NORTH LINCOLNSHIRE,ENGLAND,,N. LINCOLNSHIRE UA,SE9173009200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/45449/SG,1,LAND (SOAKAWAY),3.0,Into land / infiltration system,05/02/01 00:00:00,05/02/01 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,SE9168009080,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,SE9168009070,491730,409200,"('T/81/45449/SG', 1)"
SEVERN TRENT WATER LIMITED,SCUNTHORPE HIGH ST/ TRAFFORD ST CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JCT OF HIGH STREET/ BRIGG STREET,SCUNTHORPE,.,LINCOLNSHIRE,DN15 6TB,N. LINCOLNSHIRE UA,SE9190012200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/00219/O,1,BOTTESFORD BECK,1.0,Freshwater river,08/18/72 00:00:00,08/18/72 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),2,S,Sewage - water company,SE9190012200,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE9190012200,491900,412200,"('T/81/00219/O', 1)"
SEVERN TRENT WATER LIMITED,SCUNTHORPE HIGH ST/ TRAFFORD ST CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JCT OF HIGH STREET/ BRIGG STREET,SCUNTHORPE,.,LINCOLNSHIRE,DN15 6TB,N. LINCOLNSHIRE UA,SE9190012200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/07993/O,2,BOTTESFORD BECK CULVERT,1.0,Freshwater river,02/11/21 00:00:00,02/11/21 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,SE9191012210,4,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE9191012210,491900,412200,"('T/81/07993/O', 2)"
SEVERN TRENT WATER LIMITED,SCUNTHORPE HIGH ST/ TRAFFORD ST CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JCT OF HIGH STREET/ BRIGG STREET,SCUNTHORPE,.,LINCOLNSHIRE,DN15 6TB,N. LINCOLNSHIRE UA,SE9190012200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/00219/O,1,BOTTESFORD BECK,1.0,Freshwater river,08/18/72 00:00:00,08/18/72 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),3,S,Sewage - water company,SE9190012200,1,SC,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,SE9190012200,491900,412200,"('T/81/00219/O', 1)"
SEVERN TRENT WATER LIMITED,SCUNTHORPE HIGH ST/ TRAFFORD ST CSO,A3,Storm Tank/CSO on Sewerage Network (water company),JCT OF HIGH STREET/ BRIGG STREET,SCUNTHORPE,.,LINCOLNSHIRE,DN15 6TB,N. LINCOLNSHIRE UA,SE9190012200,BOTTESFORD BECK,T/81,MI,EA Midlands Region,T/81/00219/O,1,BOTTESFORD BECK,1.0,Freshwater river,08/18/72 00:00:00,08/18/72 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,D,Miscellaneous,SE9190012200,1,DE,MISCELLANEOUS DISCHARGES - SURFACE WATER,SE9190012200,491900,412200,"('T/81/00219/O', 1)"
OMYA UK LIMITED,OMYA UK LIMITED,ZZ,Undefined or Other,TECHNICAL CENTRE,MELTON BOTTOMS,MELTON,NORTH FERRIBY,HU14 3HW,E. RIDING OF YORKS U,SE9740027430,,,NE,EA North East Region,WRA7872,1,LAND,13.0,Grass plots / irrigation area,07/08/02 00:00:00,07/08/02 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,Y,Sewage and Trade combined,SE9740027430,01,YZ,SEWAGE & TRADE COMBINED - UNSPECIFIED,SE9740027430,497400,427430,"('WRA7872', 1)"
OMYA UK LIMITED,OMYA UK LIMITED,ZZ,Undefined or Other,TECHNICAL CENTRE,MELTON BOTTOMS,MELTON,NORTH FERRIBY,HU14 3HW,E. RIDING OF YORKS U,SE9740027430,TRIBS OF HUMBER,26N120,NE,EA North East Region,WRA8353,1,UNNAMED TRIB OF RIVER HUMBER,1.0,Freshwater river,09/27/04 00:00:00,09/27/04 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",01,Y,Sewage and Trade combined,SE9772027570,01,YZ,SEWAGE & TRADE COMBINED - UNSPECIFIED,SE9772027570,497400,427430,"('WRA8353', 1)"
DWR CYMRU CYFYNGEDIG,CHIRK BANK PS,A4,Pumping Station on Sewerage Network (water company),CHIRK BANK PS,UNKNOWN,UNKNOWN,UNKNOWN,,SHROPSHIRE UA,SJ2944037370,CEIRIOG,D/04,MI,EA Midlands Region,CM0230601,3,CEIRIOG,1.0,Freshwater river,03/31/07 00:00:00,03/31/07 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,S,Sewage - water company,SJ2944037370,1,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,SJ2944037370,329440,337370,"('CM0230601', 3)"
